Jap	Eng	type	id
煉獄の騎士 ヴァトライムス	Darktellarknight Batlamyus	EFFECT XYZ MONSTER	64414267
ワイバーンの戦士	Alligator's Sword	NORMAL MONSTER	64428736
儀水鏡の幻影術	Aquamirror Illusion	TRAP	64437633
慈悲深き機械天使	Merciful Machine Angel	SPELL	64442155
EMウィム・ウィッチ	Performapal Whim Witch	EFFECT PENDULUM MONSTER	64450427
アルカナ エクストラジョーカー	Arcana Extra Joker	EFFECT LINK MONSTER	64454614
超合魔獣ラプテノス	Superalloy Beast Raptinus	EFFECT FUSION MONSTER	64463828
クリフォート・ディスク	Qliphort Disk	EFFECT PENDULUM MONSTER	64496451
Z－メタル・キャタピラー	Z-Metal Tank	EFFECT UNION MONSTER	64500000
響女	Hibikime	NORMAL MONSTER	64501875
コピックス	Eyearmor	NORMAL MONSTER	64511793
龍王の聖刻印	Hieratic Seal of the Dragon King	EFFECT GEMINI MONSTER	64514622
小法師ヒダルマー	Fire Fighting Daruma Doll	EFFECT LINK MONSTER	64514892
一撃必殺侍	Sasuke Samurai #4	EFFECT MONSTER	64538655
スクラップ・オルトロス	Scrap Orthros	EFFECT TUNER SPSUMMON MONSTER	64550682
No.25 重装光学撮影機フォーカス・フォース	Number 25: Force Focus	EFFECT XYZ MONSTER	64554883
キメラテック・オーバー・ドラゴン	Chimeratech Overdragon	EFFECT FUSION MONSTER	64599569
護封剣の剣士	Swordsman of Revealing Light	EFFECT MONSTER	64605089
おジャマ・ブルー	Ojama Blue	EFFECT MONSTER	64627453
サクリファイス	Relinquished	EFFECT RITUAL MONSTER	64631466
デーモンの招来	Archfiend's Call	EFFECT SYNCHRO MONSTER	64635042
E・HERO ブレイヴ・ネオス	Elemental HERO Brave Neos	EFFECT FUSION MONSTER	64655485
アイアンコール	Iron Call	SPELL	64662453
局地的大ハリケーン	Localized Tornado	TRAP	64681263
破壊竜ガンドラ	Gandora the Dragon of Destruction	EFFECT MONSTER	64681432
ソードブレイカー	Sword Breaker	EFFECT XYZ MONSTER	64689404
ダスト・シュート	Trap Dustshoot	TRAP	64697231
局所的ハリケーン	Hey, Trunade!	SPELL	64697431
光天使スケール	Star Seraph Scale	EFFECT MONSTER	64726269
ジェムタートル	Gem-Turtle	EFFECT FLIP MONSTER	64734090
創造の代行者 ヴィーナス	The Agent of Creation - Venus	EFFECT MONSTER	64734921
黄色い忍者	Yellow Ninja	EFFECT MONSTER	64749612
月の女戦士	Penumbral Soldier Lady	EFFECT MONSTER	64751286
ビッグバンガール	Fire Princess	EFFECT MONSTER	64752646
「RESORT」 STAFF－チャーミング	Charming Resort Staff	EFFECT MONSTER	64753157
ウィッチクラフト・ジェニー	Witchcrafter Genni	EFFECT MONSTER	64756282
バージェストマ・マーレラ	Paleozoic Marrella	TRAP	64765016
キングス・ナイト	King's Knight	EFFECT MONSTER	64788463
明鏡止水の心	Heart of Clear Water	EQUIP SPELL	64801562
進化の分岐点	Evo-Branch	TRAP	64815084
スターダスト・チャージ・ウォリアー	Stardust Charge Warrior	EFFECT SYNCHRO MONSTER	64880894
遅すぎたオーク	Tardy Orc	EFFECT MONSTER	64892035
TG カタパルト・ドラゴン	T.G. Catapult Dragon	EFFECT MONSTER	64898834
TG サイバー・マジシャン	T.G. Cyber Magician	EFFECT TUNER MONSTER	64910482
氷結界の武士	Samurai of the Ice Barrier	EFFECT MONSTER	64926005
アゲインスト・ウィンド	Against the Wind	SPELL	64952266
女神ヴェルダンディの導き	Goddess Verdande's Guidance	SPELL CONTINUOUS	64961254
ダイナミスト・プテラン	Dinomist Pteran	EFFECT PENDULUM MONSTER	64973287
ヴァイパー・リボーン	Viper's Rebirth	SPELL	64973456
見習い魔笛使い	Apprentice Piper	EFFECT FLIP MONSTER	64977888
氷結界の三方陣	Magic Triangle of the Ice Barrier	SPELL	64990807
雪天気シエル	The Weather Painter Snow	EFFECT MONSTER	65017789
妖仙獣 左鎌神柱	Yosenju Shinchu L	EFFECT PENDULUM MONSTER	65025250
コアキメイル・マキシマム	Koa'ki Meiru Maximus	EFFECT SPSUMMON MONSTER	65026212
EMオッドアイズ・メタル・クロウ	Performapal Odd-Eyes Metal Claw	EFFECT FUSION MONSTER	65029288
星因士 シャム	Satellarknight Alsahm	EFFECT MONSTER	65056481
対空放花	Anti-Aircraft Flower	EFFECT MONSTER	65064143
憎悪の棘	Thorn of Malice	EQUIP SPELL	65079854
リンク・インフライヤー	Link Infra-Flier	EFFECT MONSTER	65100616
虚ろなる龍輪	Vessel for the Dragon Cycle	SPELL	65124425
レアル・ジェネクス・クラッシャー	R-Genex Crusher	EFFECT MONSTER	65149697
機甲忍法フリーズ・ロック	Armor Ninjitsu Art of Freezing	TRAP CONTINUOUS	65150219
ネオフレムベル・ガルーダ	Neo Flamvell Garuda	EFFECT MONSTER	65156847
黒いペンダント	Black Pendant	EQUIP SPELL	65169794
マスター・ボーイ	Mistar Boy	EFFECT LINK MONSTER	65170459
AtoZ－ドラゴン・バスターキャノン	A-to-Z-Dragon Buster Cannon	EFFECT FUSION MONSTER	65172015
ダーク・アームド・ドラゴン	Dark Armed Dragon	EFFECT SPSUMMON MONSTER	65192027
精霊獣使い ウィンダ	Spiritual Beast Tamer Winda	EFFECT MONSTER	65193366
EMプラスタートル	Performapal Stamp Turtle	EFFECT MONSTER	65195959
バラエティ・アウト	Variety Comes Out	SPELL	65196094
創星の因子	Tellarknight Genesis	QUICKPLAY SPELL	65236257
ビッグ・シールド・ガードナー	Big Shield Gardna	EFFECT MONSTER	65240384
妖仙獣 鎌壱太刀	Yosenju Kama 1	EFFECT MONSTER	65247798
エレメント・マジシャン	Element Magician	EFFECT MONSTER	65260293
ガスタ・ガルド	Gusto Gulldo	EFFECT TUNER MONSTER	65277087
ダーク・ボルテニス	Dark Voltanis	EFFECT MONSTER	65282484
暗黒ドリケラトプス	Dark Driceratops	EFFECT MONSTER	65287621
アルケミック・マジシャン	Alchemic Magician	EFFECT XYZ MONSTER	65301952
森の狩人イエロー・バブーン	Yellow Baboon, Archer of the Forest	EFFECT MONSTER	65303664
FNo.0 未来皇ホープ	Number F0: Utopic Future	EFFECT XYZ MONSTER	65305468
時械神サディオン	Sadion, the Timelord	EFFECT MONSTER	65314286
トロイメア・グリフォン	Knightmare Gryphon	EFFECT LINK MONSTER	65330383
ファーニマル・オウル	Fluffal Owl	EFFECT MONSTER	65331686
熟練の赤魔術士	Skilled Red Magician	EFFECT MONSTER	65338781
魔法都市の実験施設	Endymion's Lab	SPELL CONTINUOUS	65342096
アンデット・ストラグル	Zombie Power Struggle	QUICKPLAY SPELL	65357623
フォトン・スラッシャー	Photon Thrasher	EFFECT SPSUMMON MONSTER	65367484
アルケミー・サイクル	Alchemy Cycle	TRAP	65384019
実力伯仲	Stand-Off	SPELL	65384188
チャクラ	Chakra	RITUAL MONSTER	65393205
大革命	Huge Revolution	TRAP	65396880
エンド・オブ・アヌビス	The End of Anubis	EFFECT MONSTER	65403020
酒呑童子	Shutendoji	EFFECT MONSTER	65422840
ジュラシック・インパクト	Jurassic Impact	TRAP	65430834
水舞台装置	Aquarium Set	SPELL CONTINUOUS	65446452
限定解除	Ritual Foregone	SPELL	65450690
トゥーン・マーメイド	Toon Mermaid	EFFECT TOON SPSUMMON MONSTER	65458948
魔装戦士 ドラゴディウス	Dragodies, the Empowered Warrior	EFFECT PENDULUM MONSTER	65472618
味方殺しの女騎士	The Unfriendly Amazon	EFFECT MONSTER	65475294
コダロス	Codarus	EFFECT MONSTER	65496056
隅烏賊	Squirt Squid	EFFECT MONSTER	65500515
イカスミトークン	Squid Ink Token	TOKEN NORMAL MONSTER	65500516
スクラップ・ソルジャー	Scrap Soldier	EFFECT TUNER MONSTER	65503206
クリフォート・ツール	Qliphort Scout	NORMAL PENDULUM MONSTER	65518099
源竜星－ボウテンコウ	Denglong, First of the Yang Zing	EFFECT SYNCHRO TUNER MONSTER	65536818
ミスト・コンドル	Mist Condor	EFFECT MONSTER	65549080
弓を引くマーメイド	Red Archery Girl	NORMAL MONSTER	65570596
先史遺産ウィングス・スフィンクス	Chronomaly Winged Sphinx	EFFECT MONSTER	65591858
魔帝アングマール	Angmarl the Fiendish Monarch	EFFECT MONSTER	65612386
エレキューブ	Wattcube	EQUIP SPELL	65612454
Y－ドラゴン・ヘッド	Y-Dragon Head	EFFECT UNION MONSTER	65622692
キラー・ブロッブ	Gruesome Goo	NORMAL MONSTER	65623423
ペンデュラム・フュージョン	Pendulum Fusion	SPELL	65646587
ヴァイロン・ポリトープ	Vylon Polytope	QUICKPLAY SPELL	65659181
華麗なるハーピィ・レディ	Harpie Lady Elegance	TRAP	65664792
No.32 海咬龍シャーク・ドレイク	Number 32: Shark Drake	EFFECT XYZ MONSTER	65676461
抹殺の指名者	Crossout Designator	QUICKPLAY SPELL	65681983
六武衆の御霊代	Spirit of the Six Samurai	EFFECT UNION MONSTER	65685470
Walkuren Ritt	Ride of the Valkyries	SPELL	65687442
透破抜き	Debunk	TRAP COUNTER	65703851
ドラゴラド	Dragard	EFFECT MONSTER	65737274
I：Pマスカレーナ	I:P Masquerena	EFFECT LINK MONSTER	65741786
地縛霊の誘い	Call of the Earthbound	TRAP	65743242
氷結界の龍 グングニール	Gungnir, Dragon of the Ice Barrier	EFFECT SYNCHRO MONSTER	65749035
ガンバランサー	Ganbara Lancer	EFFECT MONSTER	65758454
サイバネット・フュージョン	Cynet Fusion	SPELL	65801012
黄金の邪神像	Statue of the Wicked	TRAP	65810489
邪神トークン	Wicked Token	TOKEN NORMAL MONSTER	65810490
闇の取引	Dark Deal	TRAP	65824822
棺桶売り	Coffin Seller	TRAP CONTINUOUS	65830223
甲虫装機 ギガグリオル	Inzektor Giga-Cricket	EFFECT MONSTER	65844845
H・C 強襲のハルベルト	Heroic Challenger - Assault Halberd	EFFECT MONSTER	65848811
イグナイト・バースト	Igknight Burst	TRAP CONTINUOUS	65872270
魔神儀－カリスライム	Impcantation Chalislime	EFFECT RITUAL MONSTER	65877963
使徒喰い虫	Nobleman-Eater Bug	EFFECT FLIP MONSTER	65878864
ヴェルズ・タナトス	Evilswarm Thanatos	EFFECT XYZ MONSTER	65884091
B・F－必中のピン	Battlewasp - Pin the Bullseye	EFFECT MONSTER	65899613
鉄鋼装甲虫	Metal Armored Bug	NORMAL MONSTER	65957473
化合電界	Catalyst Field	SPELL FIELD	65959844
魔導獣士 ルード	Wheel of Prophecy	EFFECT MONSTER	65961085
ジュラック・ヴェルヒプト	Jurrac Velphito	EFFECT SYNCHRO MONSTER	65961683
サブテラーマリス・アクエドリア	Subterror Behemoth Stygokraken	EFFECT FLIP MONSTER	65976795
剣闘獣トラケス	Gladiator Beast Torax	EFFECT MONSTER	65984457
やりすぎた埋葬	Overdone Burial	EQUIP SPELL	65993085
No.60 刻不知のデュガレス	Number 60: Dugares the Timeless	EFFECT XYZ MONSTER	66011101
ツイン・トライアングル・ドラゴン	Twin Triangle Dragon	EFFECT LINK MONSTER	66015185
翠嵐の機界騎士	Mekk-Knight Green Horizon	EFFECT MONSTER	66022706
空牙団の大義 フォルゴ	Folgo, Justice Fur Hire	EFFECT LINK MONSTER	66023650
甲虫装機 リュシオル	Inzektor Firefly	EFFECT MONSTER	66066482
ゼラの戦士	Warrior of Zera	NORMAL MONSTER	66073051
空炎星－サイチョウ	Brotherhood of the Fire Fist - Rhino	EFFECT MONSTER	66084673
トランスフォーム・スフィア	Transforming Sphere	EFFECT MONSTER	66094973
転生断絶	Transmigration Break	TRAP CONTINUOUS	66100045
マギステル・オブ・エンディミオン	Magister of Endymion	EFFECT PENDULUM MONSTER	66104644
融合準備	Fusion Reserve	TRAP	66127916
レッド・ライジング・ドラゴン	Red Rising Dragon	EFFECT SYNCHRO MONSTER	66141736
魔弾－ダンシング・ニードル	Magical Musket - Dancing Needle	TRAP	66149377
A・ジェネクス・アクセル	Genex Ally Axel	EFFECT SYNCHRO MONSTER	66165755
超こいこい	Super Koi Koi	SPELL	66171432
ライトロードの裁き	Lightsworn Judgment	TRAP	66194206
幻獣機ハムストラット	Mecha Phantom Beast Hamstrat	EFFECT MONSTER	66200210
幻獣機トークン	Mecha Phantom Beast Token	TOKEN NORMAL MONSTER	66200211
ダーク・ホルス・ドラゴン	Dark Horus	EFFECT MONSTER	66214679
トラックブラック	Trackblack	EFFECT LINK MONSTER	66226132
デス・デーモン・ドラゴン	Fiend Skull Dragon	EFFECT FUSION MONSTER	66235877
D－HERO ドリームガイ	Destiny HERO - Dreamer	EFFECT MONSTER	66262416
マッシブ・ウォリアー	Fortress Warrior	EFFECT MONSTER	66288028
団結する剣闘獣	Gladiator Beast United	QUICKPLAY SPELL	66290900
F.A.ダウンフォース	F.A. Downforce	QUICKPLAY SPELL	66322203
D・チャッカン	Morphtronic Datatron	EFFECT MONSTER	66331855
創世の預言者	Herald of Creation	EFFECT MONSTER	66337215
魔導ギガサイバー	The Fiend Megacyber	EFFECT MONSTER	66362965
ネオフレムベル・オリジン	Neo Flamvell Origin	EFFECT TUNER MONSTER	66378485
ハーピィ・オラクル	Harpie Oracle	EFFECT MONSTER	66386380
エクスクローラー・ニューロゴス	X-Krawler Neurogos	EFFECT LINK MONSTER	66393507
ドッペル・ゲイナー	Doppelganger	TRAP CONTINUOUS	66395299
ユニオン格納庫	Union Hangar	SPELL FIELD	66399653
リチュア・チェイン	Gishki Chain	EFFECT MONSTER	66399675
トポロジック・ゼロヴォロス	Topologic Zeroboros	EFFECT LINK MONSTER	66403530
炎王獣 ヤクシャ	Fire King Avatar Yaksha	EFFECT MONSTER	66413481
ヴォルカニック・カウンター	Volcanic Counter	EFFECT MONSTER	66436257
グレイドル・アリゲーター	Graydle Alligator	EFFECT MONSTER	66451379
ファーニマル・ライオ	Fluffal Leo	EFFECT MONSTER	66457138
コピー・プラント	Copy Plant	EFFECT TUNER MONSTER	66457407
焔虎	Flame Tiger	EFFECT MONSTER	66499018
地竜星－ヘイカン	Bi'an, Earth of the Yang Zing	EFFECT MONSTER	66500065
ブリキの大公	Tin Archduke	EFFECT XYZ MONSTER	66506689
エビルナイト・ドラゴン	Serpent Night Dragon	NORMAL MONSTER	66516792
プライドの咆哮	Prideful Roar	TRAP	66518841
超次元ロボ ギャラクシー・デストロイヤー	Superdimensional Robot Galaxy Destroyer	EFFECT XYZ MONSTER	66523544
悪夢の迷宮	Labyrinth of Nightmare	TRAP CONTINUOUS	66526672
トリック・デーモン	Archfiend Heiress	EFFECT MONSTER	66540884
No.23 冥界の霊騎士ランスロット	Number 23: Lancelot, Dark Knight of the Underw...	EFFECT XYZ MONSTER	66547759
屍界のバンシー	Necroworld Banshee	EFFECT MONSTER	66570171
伝説の黒石	The Black Stone of Legend	EFFECT MONSTER	66574418
闇・道化師のサギー	Saggi the Dark Clown	NORMAL MONSTER	66602787
エクシーズ・リバーサル	Xyz Reversal	TRAP	66604523
フォトン・ジェネレーター・ユニット	Photon Generator Unit	QUICKPLAY SPELL	66607691
カラクリ参謀 弐四八	"Karakuri Strategist mdl 248 ""Nishipachi"""	EFFECT TUNER MONSTER	66625883
氷結界のロイヤル・ナイト	Royal Knight of the Ice Barrier	EFFECT MONSTER	66661678
アイスコフュントークン	Ice Coffin Token	TOKEN NORMAL MONSTER	66661679
アクアアクトレス・グッピー	Aquaactress Guppy	EFFECT MONSTER	66668900
ドラゴン・ゾンビ	Dragon Zombie	NORMAL MONSTER	66672569
マインド・オン・エア	Mind on Air	EFFECT MONSTER	66690411
灼銀の機竜	Vermillion Dragon Mech	EFFECT SYNCHRO MONSTER	66698383
ゴブリン暗殺部隊	Goblin Black Ops	EFFECT MONSTER	66707058
エレメント・ソルジャー	Element Soldier	EFFECT MONSTER	66712593
恵みの雨	Rain of Mercy	SPELL	66719324
アシンメタファイズ	Asymmetaphys	SPELL CONTINUOUS	66719533
封狼雷坊	Thunderclap Monk	EFFECT MONSTER	66722103
武神逐	Bujinfidel	TRAP	66727115
イビリチュア・ジールギガス	Gishki Zielgigas	EFFECT RITUAL MONSTER	66729231
TG メタル・スケルトン	T.G. Metal Skeleton	EFFECT MONSTER	66733743
空牙団の闘士 ブラーヴォ	Bravo, Fighter Fur Hire	EFFECT MONSTER	66740005
アヌビスの呪い	Curse of Anubis	TRAP	66742250
炎傑の梁山閣	Fire Fortress atop Liang Peak	SPELL FIELD	66750703
霊廟の守護者	Keeper of the Shrine	EFFECT MONSTER	66752837
孤炎星－ロシシン	Brotherhood of the Fire Fist - Boar	EFFECT TUNER MONSTER	66762372
飛行エレファント	Flying Elephant	EFFECT MONSTER	66765023
EMバラード	Performapal Ballad	EFFECT PENDULUM MONSTER	66768175
地割れ	Fissure	SPELL	66788016
聖刻龍－セテクドラゴン	Hieratic Dragon of Sutekh	EFFECT SPSUMMON MONSTER	66789970
ワルキューレ・アルテスト	Valkyrie Erste	EFFECT MONSTER	66809920
霊魂鳥－巫鶴	Shinobird Crane	EFFECT SPIRIT MONSTER	66815913
コアキメイル・ウォール	Koa'ki Meiru Wall	EFFECT MONSTER	66816282
月影龍クイラ	Moon Dragon Quilla	EFFECT SYNCHRO MONSTER	66818682
奇跡のピラミッド	Pyramid of Wonders	SPELL CONTINUOUS	66835946
ウンディーネ	Waterdragon Fairy	NORMAL MONSTER	66836598
フィッシュボーグ－ランチャー	Fishborg Launcher	EFFECT TUNER MONSTER	66853752
スレイブパンサー	Test Panther	EFFECT LINK MONSTER	66863374
マシュマロンのメガネ	Marshmallon Glasses	SPELL CONTINUOUS	66865880
氷の魔妖－雪女	Yuki-Onna, the Ice Mayakashi	EFFECT LINK MONSTER	66870733
竜騎士ガイア	Gaia the Dragon Champion	FUSION MONSTER	66889139
弱肉一色	The Law of the Normal	SPELL	66926224
鬼タンクT－34	Oni Tank T-34	NORMAL MONSTER	66927994
水晶機巧－リオン	Crystron Rion	EFFECT TUNER MONSTER	66938505
ボスラッシュ	Boss Rush	SPELL CONTINUOUS	66947414
ライジング・オブ・ファイア	Rising Fire	EQUIP SPELL	66947913
インフェルニティガン	Infernity Launcher	SPELL CONTINUOUS	66957584
CNo.39 希望皇ホープレイV	Number C39: Utopia Ray V	EFFECT XYZ MONSTER	66970002
聖騎士伝説の終幕	Last Chapter of the Noble Knights	SPELL	66970385
デスサイズ・キラー	Dreadscythe Harvester	EFFECT MONSTER	66973070
カラクリ大将軍 無零怒	"Karakuri Steel Shogun mdl 00X ""Bureido"""	EFFECT SYNCHRO MONSTER	66976526
死霊伯爵	The Earl of Demise	NORMAL MONSTER	66989694
ラプターズ・ガスト	Raptor's Gust	TRAP COUNTER	66994718
黄金郷のガーディアン	Guardian of the Golden Land	TRAP CONTINUOUS	67007102
セイヴァー・デモン・ドラゴン	Majestic Red Dragon	EFFECT SYNCHRO MONSTER	67030233
巨神封じの矢	Titanocider	TRAP	67037924
スクラップ・マインドリーダー	Scrap Mind Reader	EFFECT TUNER MONSTER	67038874
二重の落とし穴	Gemini Trap Hole	TRAP	67045174
F.A.ソニックマイスター	F.A. Sonic Meister	EFFECT MONSTER	67045745
7	7	SPELL CONTINUOUS	67048711
ダークバット	Dark Bat	NORMAL MONSTER	67049542
Kozmo－グリンドル	Kozmo Goodwitch	EFFECT MONSTER	67050396
ミス・ケープ・バーバ	Baba Barber	EFFECT LINK MONSTER	67073561
ディメンション・ウォール	Dimension Wall	TRAP	67095270
極神皇ロキ	Loki, Lord of the Aesir	EFFECT SYNCHRO MONSTER	67098114
地縛霊	Earthbound Spirit	NORMAL MONSTER	67105242
リチュア・アビス	Gishki Abyss	EFFECT MONSTER	67111213
墓地墓地の恨み	Ghost of a Grudge	TRAP	67113830
ガガガヘッド	Gagaga Head	EFFECT MONSTER	67120578
熱血獣王ベアーマン	Coach Captain Bearman	EFFECT MONSTER	67136033
アーマード・サイバーン	Armored Cybern	EFFECT UNION MONSTER	67159705
貪欲な壺	Pot of Avarice	SPELL	67169062
CNo.102 光堕天使ノーブル・デーモン	Number C102: Archfiend Seraph	EFFECT XYZ MONSTER	67173574
スター・ブラスト	Star Blast	SPELL	67196946
マジオシャレオン	Majioshaleon	EFFECT MONSTER	67211766
SIMMタブラス	SIMM Tablir	EFFECT MONSTER	67218327
ハンディキャップマッチ！	Double Tag Team	TRAP	67223587
転生炎獣ミーア	Salamangreat Meer	EFFECT MONSTER	67225377
魔術の呪文書	Magic Formula	EQUIP SPELL	67227834
リンク・バンパー	Link Bumper	EFFECT LINK MONSTER	67231737
聖なる鎧 －ミラーメール－	Mirror Mail	TRAP	67232306
能力吸収石	Powersink Stone	TRAP CONTINUOUS	67234805
Kozmo－エメラルドポリス	Kozmotown	SPELL FIELD	67237709
竜星の凶暴化	Yang Zing Brutality	TRAP	67249508
ヴェンデット・ヘルハウンド	Vendread Houndhorde	EFFECT MONSTER	67267333
ターボ・シンクロン	Turbo Synchron	EFFECT TUNER MONSTER	67270095
イグナイト・デリンジャー	Igknight Cavalier	NORMAL PENDULUM MONSTER	67273917
スケープ・ゴースト	Scapeghost	EFFECT FLIP TUNER MONSTER	67284107
黒羊トークン	Black Sheep Token	TOKEN NORMAL MONSTER	67284108
黒羊トークン	Black Sheep Token	TOKEN NORMAL MONSTER	67284109
黒羊トークン	Black Sheep Token	TOKEN NORMAL MONSTER	67284110
黒羊トークン	Black Sheep Token	TOKEN NORMAL MONSTER	67284111
迷宮壁－ラビリンス・ウォール－	Labyrinth Wall	NORMAL MONSTER	67284908
死のメッセージ「A」	"Spirit Message ""N"""	SPELL CONTINUOUS	67287533
真紅眼の飛竜	Red-Eyes Wyvern	EFFECT MONSTER	67300516
矮星竜 プラネター	Dwarf Star Dragon Planeter	EFFECT MONSTER	67310848
堕天使ナース－レフィキュル	Darklord Nurse Reficule	EFFECT MONSTER	67316075
機皇城	Meklord Fortress	SPELL FIELD	67328336
半魚獣・フィッシャービースト	Amphibian Beast	NORMAL MONSTER	67371383
星呼びの天儀台	Celestial Observatory	SPELL	67378104
黒猫の睨み	Black Cat-astrophe	TRAP	67381587
剣闘獣ノクシウス	Gladiator Beast Noxious	EFFECT MONSTER	67385964
グローアップ・バルブ	Glow-Up Bulb	EFFECT TUNER MONSTER	67441435
裁きの天秤	Balance of Judgment	TRAP	67443336
マツボックル	Pinecono	EFFECT MONSTER	67445676
運命のドラ	Dora of Fate	TRAP	67464807
空牙団の舵手 ヘルマー	Helmer, Helmsman Fur Hire	EFFECT MONSTER	67466547
救済のレイヤード	Layard the Liberator	EFFECT MONSTER	67468948
ジェネクス・サーチャー	Genex Searcher	EFFECT MONSTER	67483216
幻獣機ブルーインパラス	Mecha Phantom Beast Blue Impala	EFFECT TUNER MONSTER	67489919
幻獣機トークン	Mecha Phantom Beast Token	TOKEN NORMAL MONSTER	67489920
地を這うドラゴン	Crawling Dragon	NORMAL MONSTER	67494157
占術姫クリスタルウンディーネ	Prediction Princess Crystaldine	EFFECT FLIP MONSTER	67503139
時械神祖ヴルガータ	Timelord Progenitor Vorpgate	EFFECT SYNCHRO MONSTER	67508932
ドラゴン・ウィッチ－ドラゴンの守護者－	Lady of D.	EFFECT MONSTER	67511500
ラピッド・トリガー	Rapid Trigger	QUICKPLAY SPELL	67526112
科学特殊兵	Science Soldier	NORMAL MONSTER	67532912
眠れる巨人ズシン	Zushin the Sleeping Giant	EFFECT SPSUMMON MONSTER	67547370
波動竜フォノン・ドラゴン	Phonon Pulse Dragon	EFFECT SYNCHRO TUNER MONSTER	67556500
先史遺産マッドゴーレム・シャコウキ	Chronomaly Mud Golem	EFFECT MONSTER	67559101
剛鬼ツープラトン	Gouki Tagpartner	EFFECT MONSTER	67586735
電影の騎士ガイアセイバー	Gaia Saber, the Lightning Shadow	LINK MONSTER	67598234
チキンレース	Chicken Game	SPELL FIELD	67616300
スーパースター	Hoshiningen	EFFECT MONSTER	67629977
コンフュージョン・チャフ	Confusion Chaff	TRAP	67630339
サーチライトメン	Searchlightman	EFFECT FLIP MONSTER	67646312
Blackbeard, the Plunder Patroll Captain	Blackbeard, the Plunder Patroll Captain	EFFECT LINK MONSTER	67647362
スノーダスト・ドラゴン	Snowdust Dragon	EFFECT MONSTER	67675300
破械神ラギア	Unchained Soul of Rage	EFFECT LINK MONSTER	67680512
ヂェミナイ・デビル	Gemini Imps	EFFECT MONSTER	67688478
クロクロークロウ	Caligo Claw Crow	EFFECT MONSTER	67692580
Emトリック・クラウン	Performage Trick Clown	EFFECT MONSTER	67696066
海晶乙女クリスタルハート	Marincess Crystal Heart	EFFECT LINK MONSTER	67712104
緊急テレポート	Emergency Teleport	QUICKPLAY SPELL	67723438
デビル・ドラゴン	Koumori Dragon	NORMAL MONSTER	67724379
ティンダングル・アポストル	Tindangle Protector	EFFECT FLIP MONSTER	67744384
アブソルーター・ドラゴン	Absorouter Dragon	EFFECT MONSTER	67748760
スカル・マイスター	Skull Meister	EFFECT MONSTER	67750322
オッドアイズ・ミラージュ・ドラゴン	Odd-Eyes Mirage Dragon	EFFECT PENDULUM MONSTER	67754901
キング・オブ・ビースト	King of the Beasts	EFFECT MONSTER	67757079
ワンダー・ワンド	Wonder Wand	EQUIP SPELL	67775894
ブラックフェザー・シュート	Black-Winged Strafe	SPELL	67779172
EMキングベアー	Performapal King Bear	EFFECT PENDULUM MONSTER	67808837
肥大化	Massivemorph	TRAP	67820935
古代の採掘機	Ancient Gear Drill	SPELL	67829249
星遺物に差す影	World Legacy in Shadow	SPELL FIELD	67831115
マグナム・リリィ	Barrel Lily	NORMAL MONSTER	67841515
希望の魔術師	Magician of Hope	EFFECT XYZ PENDULUM MONSTER	67865534
魔弾－ネバー・エンドルフィン	Magical Musket - Steady Hands	QUICKPLAY SPELL	67901914
ダーク・フラット・トップ	Dark Flattop	EFFECT SYNCHRO MONSTER	67904682
幻獣機テザーウルフ	Mecha Phantom Beast Tetherwolf	EFFECT MONSTER	67922702
幻獣機トークン	Mecha Phantom Beast Token	TOKEN NORMAL MONSTER	67922703
CX 冀望皇バリアン	CXyz Barian Hope	EFFECT XYZ MONSTER	67926903
超熱血球児	Ultimate Baseball Kid	EFFECT MONSTER	67934141
罪鍵の法－シン・キー・ロウ	Corrupted Keys	TRAP	67949763
アンブラル・ミラージュ・トークン	Umbral Horror Mirage Token	TOKEN NORMAL MONSTER	67949764
ヒーローハート	Hero Heart	SPELL	67951831
幸運の前借り	Lucky Loan	SPELL	67955331
スピリット・ドラゴン	Spirit Ryu	EFFECT MONSTER	67957315
きまぐれの女神	Goddess of Whim	EFFECT MONSTER	67959180
神竜アクアバザル	Divine Dragon Aquabizarre	EFFECT MONSTER	67964209
ジャンク・パペット	Junk Puppet	SPELL	67968069
ジェムナイト・マディラ	Gem-Knight Citrine	EFFECT FUSION MONSTER	67985943
地縛大神官	Earthbound Linewalker	EFFECT MONSTER	67987302
アマゾネスの弩弓隊	Amazoness Archers	TRAP	67987611
サブテラーの激闘	Subterror Cave Clash	SPELL CONTINUOUS	68001309
クロス・ソウル	Soul Exchange	SPELL	68005187
守護天使 ジャンヌ	Guardian Angel Joan	EFFECT MONSTER	68007326
失楽の聖女	Condemned Maiden	EFFECT MONSTER	68018709
魔弾の射手 カラミティ	Magical Musketeer Calamity	EFFECT MONSTER	68024506
夢魔の亡霊	The Gross Ghost of Fled Dreams	NORMAL MONSTER	68049471
燃える闘志	Fiery Fervor	TRAP	68054593
カウンターマシンガンパンチ	Continuous Destruction Punch	SPELL CONTINUOUS	68057622
魂吸収	Soul Absorption	SPELL CONTINUOUS	68073522
融爆	Induced Explosion	TRAP	68077936
占い魔女 チーちゃん	Fortune Fairy Chee	EFFECT MONSTER	68078978
機械竜 パワー・ツール	Power Tool Mecha Dragon	EFFECT SYNCHRO MONSTER	68084557
スケイルモース	Scary Moth	EFFECT MONSTER	68087897
ジャンク・ディフェンダー	Junk Defender	EFFECT MONSTER	68120130
