id	Jap_FullWidth	AutoSet
47679935	暴走魔法陣	
47687766	ギアギアングラー	 ,race,==,MACHINE__And,attribute,==,EARTH
47693640	ゾンビタイガー	
47695416	運命のろうそく	
47705572	月光狼	
47728740	彼岸の悪鬼 アリキーノ	" ,cat_Jap,not include,彼岸
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
47731128	結界術師 メイコウ	
47737087	Ｅ・ＨＥＲＯ ランパートガンナー	
47741109	森羅の隠蜜 スナッフ	
47754278	ヘル・ドラゴン	
47766694	荒野の大竜巻	
47778083	ボーン・テンプル・ブロック	 ,level,<,4
47795344	ナチュル・ハイドランジー	
47805931	Ｎｏ.２０ 蟻岩土ブリリアント	
47810543	魔弾－ブラッディ・クラウン	 ,cat_Jap,include,魔弾
47819246	超量機神剣－マグナスレイヤー	 ,cat_Jap,include,超量__And,type,include,XYZ
47826112	海皇龍 ポセイドラ	" ,level,<,3__ ,attribute,==,WATER
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
47829960	カオスライダー グスタフ	 ,type,include,SPELL
47840168	レフトハンド・シャーク	 ,attribute,!=,WATER
47852924	天使の生き血	
47852925	天使の生き血	
47863787	アーティファクト－ラブリュス	 ,cat_Jap,include,アーティファクト
47870325	スマイル・アクション	 ,type,include,SPELL
47879985	王室前のガーディアン	
47882565	ＲＵＭ－光波昇華	 ,level,>,4
47897376	魔救の奇石－レオナイト	" ,cat_Jap,include,アダマシア
 ,attribute,==,FIRE__And,type,include,SYNCHRO"
47910940	海晶乙女グレート・バブル・リーフ	" ,attribute,==,WATER
 ,type,include,MONSTER
 ,attribute,==,WATER__And,type,include,MONSTER
 ,cat_Jap,include,マリンセス"
47922711	シーホース	
47929865	マジドッグ	 ,type,include,FIELD
47942531	偉大魔獣 ガーゼット	
47946130	剛鬼ザ・ジャイアント・オーガ	
47961808	業火の結界像	
47963370	マジシャン・オブ・カオス	 ,cat_Jap,include,カオス
47985614	ガジェット・アームズ	 ,cat_Jap,include,D__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
47986555	千年ゴーレム	
48009503	Ｈ－Ｃ ガーンデーヴァ	 ,level,<,4
48015771	サモンオーバー	
48017809	蜃気楼の筒	
48032131	Ｄ－タクティクス	" ,cat_Jap,include,HERO
 ,(,1,.__ ,(,2,.__ ,level,>,8__ ,cat_Jap,include,D-HERO__.,),2,.__.,),2,.
 ,cat_Jap,include,D-HERO__And,type,include,MONSTER"
48048590	竜魔導の守護者	" ,type,not include,FUSION
 ,cat_Jap,include,融合／フュージョン
 ,id,==,table.unpack(fc.material"
48049769	サンダー・シーホース	 ,race,==,THUNDER__And,attribute,==,LIGHT__And,attack,<,1600
48063985	聖霊獣騎 カンナホーク	" ,cat_Jap,include,霊獣
 ,cat_Jap,include,霊獣
 ,cat_Jap,include,霊獣使い
 ,cat_Jap,include,精霊獣"
48068378	リンク・ディヴォーティー	 ,level,<,4__ ,race,==,CYBERSE,lc,sumtype,tp
48068379	リンクトークン	 ,level,<,4__ ,race,==,CYBERSE,lc,sumtype,tp
48086335	アーティファクト－フェイルノート	 ,cat_Jap,include,アーティファクト__And,type,include,MONSTER
48092532	異次元の生還者	
48094997	バトルフットボーラー	
48109103	復讐のカッパ	
48115277	ブロックマン	
48115278	ブロックトークン	
48130397	超融合	
48135190	砂利ケーン	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
48144509	オッドアイズ・フュージョン	 ,cat_Jap,include,オッドアイズ
48148828	異次元の狂獣	
48150362	Ｄ－ＨＥＲＯ ドローガイ	
48152161	神属の堕天使	" ,cat_Jap,include,堕天使
 ,type,not include,EFFECT"
48156348	剣闘獣ガイザレス	 ,cat_Jap,not include,剣闘獣
48179391	オレイカルコスの結界	
48202661	アイツ	
48206762	契約の履行	
48210156	ＤＤナイト・ハウリング	 ,cat_Jap,include,DD
48216773	強制退出装置	
48229808	ホルスの黒炎竜 ＬＶ８	
48252330	マドルチェ・バトラスク	" ,cat_Jap,include,マドルチェ
 ,type,include,FIELD"
48276469	連鎖炸薬	
48305365	アックス・レイダー	
48308134	幻煌龍の螺旋突	
48310593	無念の手札	
48333324	ＲＵＭ－ヌメロン・フォース	
48343627	グレイブ・スクワーマー	
48355999	ヴァレット・シンクロン	 ,level,>,5__ ,attribute,==,DARK__And,race,==,DRAGON
48356796	閃光の宝札	
48357738	暴君の暴飲暴食	
48365709	アサシン	
48370501	ヴァイロン・シグマ	 ,type,include,EQUIP
48372950	ダイナレスラー・エスクリマメンチ	" ,cat_Jap,include,ダイナレスラー
 ,cat_Jap,include,ダイナレスラー__And,level,<,4"
48381268	Ｄ・ボードン	
48411996	ジュラック・スタウリコ	
48411997	ジュラックトークン	
48422921	猪突猛進	
48424886	エルシャドール・エグリスタ	" ,attribute,==,FIRE,lc,sumtype,tp
 ,cat_Jap,include,シャドール
 ,cat_Jap,include,シャドール__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
48427163	月光紫蝶	" ,cat_Jap,include,ムーンライト
 ,cat_Jap,include,ムーンライト__And,type,include,MONSTER"
48439321	マドルチェ・ワルツ	
48444114	月光香	" ,cat_Jap,include,ムーンライト
 ,cat_Jap,include,ムーンライト__And,type,include,MONSTER"
48445393	スクラップ・スコール	" ,cat_Jap,include,スクラップ
 ,cat_Jap,include,スクラップ__And,type,include,MONSTER"
48447192	剣の煌き	
48453776	天魔神 ノーレラス	 ,attribute,==,att__And,race,==,race
48461764	紫毒の魔術師	
48468330	魔神童	 ,race,==,FIEND__And,type,include,MONSTER
48497555	くず鉄の像	 ,cat_Jap,include,ジャンク
48505422	真六武衆－シナイ	 ,cat_Jap,include,六武衆__And,type,include,MONSTER
48519867	魔救の追求者	" ,cat_Jap,include,アダマシア
 ,level,<,4__ ,race,==,ROCK__And,type,not include,TUNER"
48531733	ボルト・ペンギン	
48539234	便乗	
48546368	崇光なる宣告者	 ,race,==,FAIRY
48568432	トライゴン	 ,level,<,4__ ,race,==,MACHINE__And,attribute,==,LIGHT
48576971	与奪の首飾り	
48579379	究極完全態・グレート・モス	
48582558	バウンサー・ガード	 ,cat_Jap,include,バウンサー
48588176	ダニポン	 ,defense,<,1000__ ,race,==,INSECT
48589580	天空神騎士ロードパーシアス	" ,id,==,56433456
 ,race,==,FAIRY__And,level,>,1
 ,race,==,FAIRY"
48596760	闇の精霊 ルーナ	 ,attribute,==,DARK
48605591	端末世界ＮＥＸＴ	
48608796	ＬＬ－アセンブリー・ナイチンゲール	
48633301	ＴＧ ブースター・ラプトル	" ,cat_Jap,include,TG
 ,cat_Jap,include,TG__And,type,include,MONSTER"
48642904	催眠術	
48649353	牛鬼	
48653261	ガードペナルティ	
48659020	魂を呼ぶ者	 ,type,include,NORMAL__And,level,<,3
48675364	ジェネラルデーモン	
48680970	永遠の魂	 ,id,==,46986414
48686504	ローンファイア・ブロッサム	" ,race,==,PLANT
 ,race,==,PLANT"
48700891	記憶破壊者	
48712195	カードトレーダー	
48716139	草薙剣	
48716527	帝王の溶撃	
48736598	コードブレイカー・ウイルスバーサーカー	" ,cat_Jap,include,コードブレイカー
 ,cat_Jap,include,コードブレイカー"
48737767	切り盛り隊長	
48739166	Ｎｏ.１０１ Ｓ・Ｈ・Ａｒｋ Ｋｎｉｇｈｔ	
48742406	フェアリー・アーチャー	 ,attribute,==,LIGHT
48766543	サイバティック・ワイバーン	
48768179	黒蠍－強力のゴーグ	
48770333	雷撃壊獣サンダー・ザ・キング	 ,cat_Jap,include,壊獣
48783998	コーリング・ノヴァ	" ,attack,<,1500__ ,attribute,==,LIGHT__And,race,==,FAIRY
 ,(,1,.__ ,(,2,.__ ,attack,<,1500__ ,attribute,==,LIGHT__And,race,==,FAIRY__.,),2,.__.,),2,.
 ,id,==,56433456"
48791583	召喚獣メガラニカ	
48800175	ドラゴン・目覚めの旋律	 ,race,==,DRAGON__And,attack,>,3000__And,defense,<,2500
48815792	灼熱の火霊使いヒータ	" ,attribute,==,FIRE
 ,defense,<,1500__ ,type,include,MONSTER__And,attribute,==,FIRE"
48829461	Ｓｉｎ パラドクスギア	 ,cat_Jap,include,Sin__And,type,include,MONSTER
48868994	Ｄ・クリーナン	
48891960	ドラグニティナイト－アスカロン	 ,cat_Jap,include,ドラグニティ__And,type,include,MONSTER
48905153	十二獣ドランシア	" ,cat_Jap,include,十二獣
 ,cat_Jap,include,十二獣
 ,cat_Jap,include,十二獣"
48928529	Ｎｏ.８３ ギャラクシー・クィーン	
48934760	終焉の地	 ,type,include,FIELD
48940337	ランスフォリンクス	
48948935	仮面魔獣デス・ガーディウス	
48964966	アテナ	" ,race,==,FAIRY
 ,race,==,FAIRY"
48976825	異次元からの埋葬	 ,type,include,MONSTER
48995978	Ｎｏ.８８ ギミック・パペット－デステニー・レオ	
48996569	Ｅ・ＨＥＲＯ グラン・ネオス	
49003308	ガガギゴ	
49003716	ＢＦ－黒槍のブラスト	 ,cat_Jap,include,BF
49010598	天罰	
49032236	Ｎｏ.８１ 超弩級砲塔列車スペリオル・ドーラ	
49033797	禁断のトラペゾヘドロン	 ,type,include,tpe
49036338	ＰＳＹフレーム・ドライバー	
49064413	仮面魔獣マスクド・ヘルレイザー	
49080532	インフェルニティ・ビートル	
49082032	リサーガム・エクシーズ	 ,type,include,SPELL
49094491	転生炎獣フェネック	" ,race,==,CYBERSE
 ,cat_Jap,include,サラマングレイト"
49105782	Hraesvelgr, the Desperate Doom Eagle	 ,type,include,MONSTER
49121795	重装甲列車アイアン・ヴォルフ	" ,race,==,MACHINE
 ,race,==,MACHINE"
49127943	人喰い植物	
49140998	鳳凰神の羽根	
49144107	デス・ウサギ	
49154689	スタンド・イン	
49161188	鋼鉄の魔導騎士－ギルティギア・フリード	" ,race,==,WARRIOR,fc,sumtype,tp
 ,attribute,==,attr,fc,sumtype,tp
 ,type,include,PENDULUM"
49191560	魔導剣士 シャリオ	" ,cat_Jap,include,魔導書__And,type,include,SPELL
 ,race,==,SPELLCASTER"
49195710	ＣＮｏ.６５ 裁断魔王ジャッジ・デビル	
49202162	混沌の戦士 カオス・ソルジャー	 ,type,include,MONSTER__And,level,>,7
49202331	ＣＸ 超巨大空中要塞バビロン	
49204190	奇策	
49217579	幻影の騎士－ミラージュ・ナイト－	
49218300	デス・ソーサラー	
49221191	ＣＮｏ.３２ 海咬龍シャーク・ドレイク・バイス	 ,type,include,MONSTER
49238328	強欲で金満な壺	
49249907	妖仙獣 凶旋嵐	 ,cat_Jap,include,妖仙獣
49251811	魔法探査の石版	
49258578	ヘルゲート・ディーグ	
49267971	死角からの一撃	
49275969	氷の王 ニードヘッグ	 ,cat_Jap,include,ジェネレイド__Or,race,==,WYRM
49296203	カラクリ法師 九七六参	 ,cat_Jap,include,カラクリ
49306994	白のヴェール	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
49328340	螺旋槍殺	
49352945	Ｅ・ＨＥＲＯ ストーム・ネオス	
49366157	マジェスペクター・サイクロン	 ,race,==,SPELLCASTER__And,attribute,==,WIND
49370026	ジャグラー	
49374988	マドルチェ・メェプル	 ,cat_Jap,include,マドルチェ
49375719	サイバー・チュチュ	
49389190	夢魔鏡の乙女－イケロス	 ,cat_Jap,include,夢魔鏡
49389523	ライトニング・トライコーン	
49394035	ヴェンデット・コア	 ,race,==,ZOMBIE
49398568	連続魔法	
49417509	オオカミ	
49430782	真竜の継承	 ,cat_Jap,include,真竜
49441499	アルティメット・インセクト ＬＶ１	
49456901	ＣＮｏ.１０４ 仮面魔踏士アンブラル	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
49460512	ＢＦ－流離いのコガラシ	 ,cat_Jap,include,BF
49469105	融合破棄	" ,id,==,24094653
 ,id,==,table.unpack(fc.material"
49477180	ヴェンデット・ストリゲス	 ,cat_Jap,include,ヴェンデット
49479374	急速充電器	 ,cat_Jap,include,電池メン__And,level,<,4
49511705	銃砲撃	
49513164	召喚獣ライディーン	
49514333	ソウル・オブ・スタチュー	
49522489	悪魔ガエル	
49551909	ヒロイック・リベンジ・ソード	 ,cat_Jap,include,ヒロイック
49563947	ネオアクア・マドール	
49575521	ドラゴンメイド・フルス	" ,type,include,MONSTER
 ,cat_Jap,include,ドラゴンメイド"
49587034	光の封札剣	
49587396	アイアン・ハート	
49597193	ジェムナイト・パーズ	
49600724	異次元への隙間	 ,type,include,MONSTER
49633574	魔轟神オルトロ	 ,cat_Jap,include,魔轟神
49645921	セイバー・ビートル	
49655592	Ｆ.Ａ.ウィップクロッサー	
49669730	ウォーターハザード	 ,attribute,==,WATER
49674183	魔天使ローズ・ソーサラー	 ,race,==,PLANT
49678559	Ｎｏ.１０２ 光天使グローリアス・ヘイロー	
49680980	コアキメイル・サンドマン	 ,type,include,MONSTER__And,race,==,ROCK
49681811	無敗将軍 フリード	 ,level,<,4__ ,race,==,WARRIOR
49684352	虹彩の魔術師	" ,attribute,==,DARK__And,race,==,SPELLCASTER
 ,cat_Jap,include,ペンデュラムグラフ"
49702428	黒・魔・導・爆・裂・破	 ,cat_Jap,include,ブラック・マジシャン・ガール
49721904	真六武衆－キザン	" ,cat_Jap,include,六武衆
 ,cat_Jap,include,六武衆"
49725936	スリーバーストショット・ドラゴン	 ,race,==,DRAGON__And,level,<,4
49729312	礫岩の霊長－コングレード	 ,type,include,MONSTER
49771608	吸収天児	
49785720	機炎星－ゴヨウテ	 ,cat_Jap,include,炎舞__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
49791927	タイガー・アックス	
49791928	タイガー・アックス	
49808196	メタボ・サッカー	
49808197	メタボトークン	
49814180	マスターモンク	
49820233	ＥＭガトリングール	 ,attribute,==,DARK,fc,sumtype,tp__And,level,>,5
49823708	破壊剣士の伴竜	" ,cat_Jap,include,破壊剣
 ,cat_Jap,include,破壊剣"
49826746	黒翼の魔術師	
49833312	Ｄ・スクランブル	 ,cat_Jap,include,D
49838105	森羅の滝滑り	
49847524	フレイム・アドミニスター	
49868263	ドラゴン・ウォリアー	
49879995	ファントム・ドラゴン	
49881766	デーモン・ソルジャー	
49885567	精霊獣 カンナホーク	 ,cat_Jap,include,霊獣
49888191	ガーネシア・エレファンティス	
49905576	天空聖者メルティウス	
49919798	音響戦士サイザス	" ,cat_Jap,include,音響戦士__And,type,include,MONSTER
 ,cat_Jap,include,音響戦士
 ,cat_Jap,include,音響戦士"
49930315	白棘鱏	 ,attribute,==,WATER
49941059	奇跡のマジック・ゲート	
49959355	ユニゾンビ	 ,race,==,ZOMBIE
49966595	グレイドル・パラサイト	 ,cat_Jap,include,グレイドル
49980185	超能力治療	
49998907	コザッキーの研究成果	
50005218	閃刀空域－エリアゼロ	 ,cat_Jap,include,閃刀姫
50005633	復讐のソード・ストーカー	
50032342	氷結界の軍師	 ,cat_Jap,include,氷結界__And,type,include,MONSTER
50045299	ドラゴン族・封印の壺	
50065971	超重忍者シノビ－Ａ・Ｃ	
50074392	霊水鳥シレーヌ・オルカ	" ,race,==,rc
 ,type,include,MONSTER__And,attribute,!=,WATER"
50074522	電磁蚊	
50078320	刻印の調停者	
50078509	デモンズ・チェーン	 ,type,include,EFFECT
50088247	氷結界の伝道師	" ,level,>,5
 ,cat_Jap,include,氷結界
 ,cat_Jap,include,氷結界"
50091196	フォーミュラ・シンクロン	
50122883	朱い靴	
50139096	破滅の天使ルイン	 ,type,include,RITUAL
50140163	魅惑の女王 ＬＶ７	
50152549	しびれ薬	 ,race,!=,MACHINE
50155385	スピリチューアル・ウィスパー	 ,type,include,RITUAL
50164989	ダーク・ヴァージャー	
50176820	サイボーグ・バス	
50179591	魔界台本「火竜の住処」	 ,cat_Jap,include,魔界劇団
50185950	サクリボー	
50186558	守護竜の結界	" ,race,==,DRAGON
 ,race,==,DRAGON
 ,type,include,NORMAL"
50213848	取捨蘇生	
50215517	クリムゾン・ヘル・セキュア	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
50237654	超魔導師－ブラック・マジシャンズ	 ,id,==,code
50243722	バースト・リバース	
50259460	破壊神 ヴァサーゴ	
50260683	Ｎｏ.３６ 先史遺産－超機関フォーク＝ヒューク	 ,cat_Jap,include,先史遺産
50263751	グリード・クエーサー	
50277355	クロシープ	 ,level,<,4
50277973	鏡像のスワンプマン	
50278554	スクラップ・ツイン・ドラゴン	 ,cat_Jap,include,スクラップ__And,type,not include,SYNCHRO
50282757	Ｅ－ＨＥＲＯ ヘル・スナイパー	
50287060	暗黒魔族ギルファー・デーモン	
50292967	パスト・イメージ	
50304345	Ｅ－ＨＥＲＯ ヘル・ブラット	
50319138	バグマンＺ	
50321796	氷結界の龍 ブリューナク	
50323155	昇天の黒角笛	
50366775	フォーマッド・スキッパー	" ,id,!=,tc:GetCode(nil,SUMMON_TYPE_LINK,tp
 ,race,==,CYBERSE__And,level,>,5"
50371210	光の導き	" ,cat_Jap,include,ブルーアイズ
 ,cat_Jap,include,ブルーアイズ"
50383626	闇黒の魔王ディアボロス	
50400231	サテライト・キャノン	
50407691	イグナイト・ライオット	 ,race,==,WARRIOR__And,attribute,==,FIRE
50412166	シャブティのお守り	 ,cat_Jap,include,墓守
50418970	スピリット・バーナー	
50426119	デグレネード・バスター	 ,race,==,CYBERSE
50427388	暴走する魔力	" ,type,include,SPELL
 ,defense,<,def"
50433147	極星の輝き	 ,cat_Jap,include,極星
50449881	シャーク・フォートレス	
50457953	幻木龍	
50470982	運命の分かれ道	
50474354	武神器－ヤサカニ	" ,cat_Jap,include,武神
 ,cat_Jap,include,武神__And,type,include,MONSTER"
50485594	レスキューラット	" ,type,include,PENDULUM
 ,type,include,PENDULUM__And,level,<,5
 ,id,==,code"
50491121	Ｈ・Ｃ スパルタス	 ,cat_Jap,include,ヒロイック
50501121	背徳の堕天使	 ,cat_Jap,include,堕天使
50527144	ゴーストリック・アウト	" ,cat_Jap,include,ゴーストリック__And,type,include,MONSTER
 ,(,1,.__ ,cat_Jap,include,ゴーストリック__.,),1,."
50532786	ジョーズマン	 ,attribute,==,WATER
50546208	月光黄鼬	" ,cat_Jap,include,ムーンライト
 ,cat_Jap,include,ムーンライト__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
50548657	プロンプトホーン	 ,race,==,CYBERSE__And,type,include,NORMAL
50554729	アモルファージ・インフェクション	" ,cat_Jap,include,アモルファージ
 ,type,include,MONSTER
 ,type,include,MONSTER
 ,cat_Jap,include,アモルファージ"
50584941	レッド・スプレマシー	 ,cat_Jap,include,レッド・デーモン__And,type,include,SYNCHRO__And,(,1,.__ ,id,==,code__.,),1,.
50588353	水晶機巧－ハリファイバー	 ,type,include,TUNER__And,level,<,3
50593156	サンド・ギャンブラー	
50604950	Ｘ－セイバー ガラハド	
50608164	Ｍ・ＨＥＲＯ 光牙	 ,cat_Jap,include,HERO__And,type,include,MONSTER
50613779	ダメージ・メイジ	
50615578	カラクリ忍者 七七四九	 ,cat_Jap,include,カラクリ
50619462	烏合無象	
50621530	パワード・チューナー	 ,type,include,TUNER
50669347	守護神－ネフティス	" ,level,==,8__ ,race,==,WINGEDBEAST
 ,type,include,SPELL__And,type,include,RITUAL
 ,cat_Jap,include,ネフティス"
50684552	ワンダーガレージ	 ,level,<,4__ ,cat_Jap,include,ロイド__And,race,==,MACHINE
50690129	キャシー・イヴＬ２	 ,level,>,3
50692511	ＲＲ－コール	" ,cat_Jap,include,RR
 ,cat_Jap,include,RR
 ,id,==,code"
50696588	ＧＵＹダンス	
50702124	シンクロ・マグネーター	
50705071	メタル・デビルゾア	
50712728	墓守の呪術師	
50720316	Ｅ・ＨＥＲＯ シャドー・ミスト	" ,cat_Jap,include,チェンジ__And,type,include,QUICKPLAY
 ,cat_Jap,include,HERO__And,type,include,MONSTER"
50725996	ブラック・マジシャンズ・ナイト	
50732780	ヘル・セキュリティ	 ,race,==,FIEND
50750868	ＴＧ トライデント・ランチャー	" ,cat_Jap,include,TG__And,type,include,TUNER
 ,cat_Jap,include,TG"
50756327	魔導原典 クロウリー	 ,cat_Jap,include,魔導書
50766506	忍法 分身の術	" ,level,<,lv__ ,cat_Jap,include,忍者
 ,cat_Jap,include,忍者"
50781944	エンシェント・クリムゾン・エイプ	
50785356	ハウリング・ウォリアー	
50789693	アーマー・カッパー	
50793215	深海姫プリマドーナ	 ,attribute,==,WATER__And,level,<,4
50820852	雛神鳥シムルグ	
50823978	軍隊ピラニア	
50847759	ネフティスの希望	 ,cat_Jap,include,ネフティス
50863093	マシンナーズ・ラディエーター	" ,type,include,MONSTER__And,cat_Jap,include,マシンナーズ
 ,race,==,MACHINE
 ,cat_Jap,include,マシンナーズ__And,level,<,tc:GetLevel(__And,id,!=,tc:GetCode("
50866755	鳳凰	
50893987	剣闘獣ティゲル	" ,cat_Jap,include,剣闘獣
 ,cat_Jap,include,剣闘獣__And,type,include,MONSTER"
50896944	暗黒ブラキ	
50903514	蒼炎の剣士	" ,race,==,WARRIOR
 ,race,==,WARRIOR__And,attribute,==,FIRE"
50907446	エルシャドール・アプカローネ	" ,cat_Jap,include,シャドール
 ,cat_Jap,include,シャドール"
50913601	山	
50916353	地獄戦士	
50920465	ブリザード・サンダーバード	 ,race,==,WINGEDBEAST__And,attribute,==,WATER
50930991	魔法剣士ネオ	
50933533	古代の機械巨竜	
50939127	異次元竜 トワイライトゾーンドラゴン	
50947142	くず鉄のシグナル	
50951359	チューナー・キャプチャー	 ,type,include,TUNER
50954680	クリスタルウィング・シンクロ・ドラゴン	
50957346	レイジアース	
51011872	トリックスター・ブラッディマリー	" ,cat_Jap,include,トリックスター
 ,cat_Jap,include,トリックスター"
51020079	サイボーグドクター	" ,type,include,TUNER
 ,level,==,lv__ ,attribute,==,att"
51023024	影霊の翼 ウェンディ	 ,cat_Jap,include,シャドール
51028231	魔界劇団－サッシー・ルーキー	" ,cat_Jap,include,魔界劇団__And,level,<,4
 ,level,<,4"
51043053	防覇龍ヘリオスフィア	 ,race,==,DRAGON
51043243	ワーム・カルタロス	 ,level,<,4__ ,cat_Jap,include,ワーム__And,race,==,REPTILE
51047350	カード・ブレイカー	
51053997	ＰＳＹフレーム・アクセラレーター	" ,cat_Jap,include,PSYフレーム
 ,cat_Jap,include,PSYフレーム"
51085303	Ｅ・ＨＥＲＯ ブルーメ	
51091138	導爆線	
51099515	恐撃	 ,type,include,MONSTER
51119924	パペット・プラント	 ,race,==,WARRIOR
51124303	影霊衣の万華鏡	" ,cat_Jap,include,影霊衣__And,type,include,MONSTER
 ,cat_Jap,include,影霊衣__And,type,include,SPELL"
51126152	深夜急行騎士ナイト・エクスプレス・ナイト	
51192573	宇宙獣ガンギル	
51194046	クリフォート・アセンブラ	
51196174	ザ・カリキュレーター	
51196805	ゴーストリック・スケルトン	 ,cat_Jap,include,ゴーストリック
51205763	クローラー・グリア	" ,cat_Jap,include,クローラー
 ,cat_Jap,include,クローラー"
51208046	トリックスター・ライブステージ	" ,cat_Jap,include,トリックスター
 ,type,include,MONSTER__And,cat_Jap,include,トリックスター
 ,cat_Jap,include,トリックスター"
51208047	トリックスタートークン	" ,cat_Jap,include,トリックスター
 ,type,include,MONSTER__And,cat_Jap,include,トリックスター
 ,cat_Jap,include,トリックスター"
51225407	魔妖壊劫	" ,type,include,MONSTER__And,cat_Jap,include,魔妖
 ,cat_Jap,include,魔妖
 ,race,==,ZOMBIE
 ,cat_Jap,include,魔妖"
51227866	閃刀機－シャークキャノン	 ,type,include,MONSTER
51228280	ダンジョン・ワーム	
51232472	暗黒界の策士 グリン	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
51254277	ビッグ・ジョーズ	
51254980	ナチュル・マンティス	 ,cat_Jap,include,ナチュル__And,type,include,MONSTER
51267887	体温の上昇	
51275027	薄幸の美少女	
51282878	フィッシュボーグ－プランター	
51316684	インフェルノイド・ヴァエル	 ,cat_Jap,include,インフェルノイド__And,type,include,MONSTER
51324455	魔製産卵床	 ,level,<,4__ ,race,==,FISH
51335426	バウンドリンク	
51339637	サラマングレイト・ロアー	" ,cat_Jap,include,サラマングレイト
 ,cat_Jap,include,サラマングレイト"
51345461	ソードハンター	
51351302	ウジャト眼を持つ男	
51355346	爆炎集合体 ガイヤ・ソウル	
51365514	超力の聖刻印	 ,cat_Jap,include,聖刻
51369889	掃射特攻	" ,race,==,MACHINE__And,type,include,XYZ
 ,type,include,XYZ__And,race,==,MACHINE"
51371017	剣の女王	
51391183	魔界劇団－ワイルド・ホープ	 ,cat_Jap,include,魔界劇団
51394546	セメタリー・ボム	
51402177	スフィンクス・テーレイア	
51402908	Ｔｈｅ ｓｕｐｒｅｍａｃｙ ＳＵＮ	
51405049	ワンチャン！？	
51412776	聖杯の継承	" ,(,1,.__ ,(,2,.__ ,cat_Jap,include,聖騎士__And,type,include,MONSTER__.,),2,.__Or,cat_Jap,include,聖剣__.,),2,.
 ,cat_Jap,include,聖騎士"
51435705	先史遺産クリスタル・スカル	" ,cat_Jap,include,先史遺産
 ,cat_Jap,include,先史遺産__And,type,include,MONSTER"
51447164	ＴＧ ブレード・ガンナー	 ,cat_Jap,include,TG
51449743	チェーン・ブラスト	
51452091	王宮のお触れ	
51481927	魔法吸収	
51482758	罠はずし	 ,type,include,TRAP
51497409	ＤＤＤ磐石王ダリウス	 ,cat_Jap,include,契約書
51531505	竜穴の魔術師	" ,type,include,PENDULUM
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
51534754	黄泉へ渡る船	
51543904	Ｎｏ.９９ 希望皇龍ホープドラグーン	" ,cat_Jap,include,RUM__And,type,include,SPELL
 ,cat_Jap,include,希望皇ホープ
 ,cat_Jap,include,No."
51549976	ファイナル・インゼクション	 ,cat_Jap,include,甲虫装機
51554871	灼熱工の巨匠カエン	 ,cat_Jap,include,ラヴァル
51555725	スクラップ・ブレイカー	 ,cat_Jap,include,スクラップ
51562916	大波小波	" ,attribute,==,WATER
 ,attribute,==,WATER"
51566770	インフェルニティ・ガーディアン	
51570882	グリーディー・ヴェノム・フュージョン・ドラゴン	" ,attribute,==,DARK,fc,sumtype,tp
 ,attribute,==,DARK__And,level,>,8"
51589188	フォトン・トライデント	" ,cat_Jap,include,フォトン
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
51606429	幻影騎士団トゥーム・シールド	 ,type,include,TRAP
51616747	ヌビアガード	
51617185	マシンナーズ・メガフォーム	 ,cat_Jap,include,マシンナーズ
51630558	アドバンスドロー	
51632798	可変機獣 ガンナードラゴン	
51638941	Ｖ－タイガー・ジェット	
51644030	ディアバウンド・カーネル	
51670553	魂を吸う竹光	
51686645	捲怒重来	
51701885	テレポンＤ.Ｄ.	 ,attack,<,1500__ ,race,==,PSYCHIC
51717541	インフェルニティ・ブレイク	 ,cat_Jap,include,インフェルニティ
51728779	堕天使アムドゥシアス	" ,cat_Jap,include,堕天使
 ,cat_Jap,include,堕天使
 ,cat_Jap,include,堕天使__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
51735257	Ｎｏ.５０ ブラック・コーン号	 ,attack,<,atk
51773900	カーム・マジック	
51777272	月光舞猫姫	
51782995	ネフティスの護り手	" ,cat_Jap,include,ネフティス__And,level,<,4
 ,cat_Jap,include,ネフティス__And,type,include,MONSTER"
51786039	星雲龍ネビュラ	" ,race,==,DRAGON__And,level,==,8
 ,race,==,DRAGON__And,attribute,==,LIGHT__And,level,==,4"
51788412	古代の機械混沌巨人	
51790181	無欲な壺	
