Jap	Eng	type	id
崩界の守護竜	Guardragon Cataclysm	TRAP	47393199
魔轟神レイジオン	Fabled Ragin	MONSTER SYNCHRO EFFECT	47395382
宝玉の樹	Crystal Tree	CONTINUOUS SPELL	47408488
漆黒の闘龍	Pitch-Dark Dragon	MONSTER UNION EFFECT	47415292
ハイドロ・ジェネクス	Hydro Genex	MONSTER SYNCHRO EFFECT	47421985
クリボン	Kuribon	MONSTER EFFECT	47432275
原初の叫喚	Primal Cry	RITUAL SPELL	47435107
紫炎の道場	Shien's Dojo	CONTINUOUS SPELL	47436247
無情なはたき落とし	Heartless Drop Off	TRAP COUNTER	47439573
振り出し	Back to Square One	SPELL	47453433
魔法名－「大いなる獣」	Omega Summon	TRAP	47457347
チューンド・マジシャン	Tuned Magician	GEMINI MONSTER EFFECT	47459126
魔筒覗ベイオネーター	Bayonater, the Baneful Barrel	MONSTER EFFECT	47474172
波紋のバリア －ウェーブ・フォース－	Drowning Mirror Force	TRAP	47475363
アマゾネスの聖戦士	Amazoness Paladin	MONSTER EFFECT	47480070
古代の機械蘇生	Ancient Gear Reborn	TRAP CONTINUOUS	47482043
グレンザウルス	Grenosaurus	MONSTER XYZ EFFECT	47506081
ミスティック・ソードマン LV2	Mystic Swordsman LV2	MONSTER EFFECT	47507260
ミスト・ボディ	Mist Body	EQUIP SPELL	47529357
サブテラーマリス・エルガウスト	Subterror Behemoth Speleogeist	MONSTER FLIP EFFECT	47556396
マイルド・ターキー	Mild Turkey	MONSTER NORMAL PENDULUM	47558785
セイクリッド・ヒアデス	Constellar Hyades	MONSTER XYZ EFFECT	47579719
スリーカード	Three of a Kind	TRAP	47594192
召喚制限－ディスコードセクター	And the Band Played On	TRAP CONTINUOUS	47594939
摩天楼2－ヒーローシティ	Skyscraper 2 - Hero City	FIELD SPELL	47596607
アモルファージ・ライシス	Amorphage Lysis	TRAP CONTINUOUS	47598941
ギガンテス	Gigantes	MONSTER SPSUMMON EFFECT	47606319
ジェムナイトレディ・ラピスラズリ	Gem-Knight Lady Lapis Lazuli	FUSION MONSTER EFFECT	47611119
紅蓮の炎壁	Searing Fire Wall	QUICKPLAY SPELL	47658964
ラヴァルトークン	Laval Token	MONSTER TOKEN NORMAL	47658965
RUM－バリアンズ・フォース	Rank-Up-Magic Barian's Force	SPELL	47660516
堕天使エデ・アーラエ	Darklord Edeh Arae	MONSTER EFFECT	47664723
魔救の奇跡－レオナイト	Adamancipator Risen - Leonite	MONSTER SYNCHRO EFFECT	47674738
暴走魔法陣	Magical Meltdown	FIELD SPELL	47679935
ギアギアングラー	Geargiauger	MONSTER EFFECT	47687766
ゾンビタイガー	Zombie Tiger	MONSTER UNION EFFECT	47693640
運命のろうそく	Candle of Fate	MONSTER NORMAL	47695416
月光狼	Lunalight Wolf	MONSTER EFFECT PENDULUM	47705572
彼岸の悪鬼 アリキーノ	Alich, Malebranche of the Burning Abyss	MONSTER EFFECT	47728740
結界術師 メイコウ	Mei-Kou, Master of Barriers	MONSTER EFFECT	47731128
E・HERO ランパートガンナー	Elemental HERO Rampart Blaster	FUSION MONSTER EFFECT	47737087
森羅の隠蜜 スナッフ	Sylvan Snapdrassinagon	MONSTER EFFECT	47741109
ヘル・ドラゴン	Infernal Dragon	MONSTER EFFECT	47754278
荒野の大竜巻	Wild Tornado	TRAP	47766694
ボーン・テンプル・ブロック	Bone Temple Block	TRAP	47778083
ナチュル・ハイドランジー	Naturia Hydrangea	MONSTER EFFECT	47795344
No.20 蟻岩土ブリリアント	Number 20: Giga-Brilliant	MONSTER XYZ EFFECT	47805931
魔弾－ブラッディ・クラウン	Magical Musket - Crooked Crown	TRAP CONTINUOUS	47810543
超量機神剣－マグナスレイヤー	Super Quantal Mech Sword - Magnaslayer	TRAP	47819246
海皇龍 ポセイドラ	Poseidra, the Atlantean Dragon	MONSTER EFFECT	47826112
カオスライダー グスタフ	Chaosrider Gustaph	MONSTER EFFECT	47829960
レフトハンド・シャーク	Left-Hand Shark	MONSTER EFFECT	47840168
天使の生き血	Soul of the Pure	SPELL	47852924
天使の生き血	Soul of the Pure	SPELL	47852925
アーティファクト－ラブリュス	Artifact Labrys	MONSTER EFFECT	47863787
スマイル・アクション	Smile Action	FIELD SPELL	47870325
王室前のガーディアン	Guardian of the Throne Room	MONSTER NORMAL	47879985
RUM－光波昇華	Rank-Up-Magic Cipher Ascension	QUICKPLAY SPELL	47882565
魔救の奇石－レオナイト	Adamancipator Crystal - Leonite	MONSTER EFFECT	47897376
海晶乙女グレート・バブル・リーフ	Marincess Great Bubble Reef	MONSTER EFFECT LINK	47910940
シーホース	Tatsunootoshigo	MONSTER NORMAL	47922711
マジドッグ	Magidog	MONSTER EFFECT	47929865
偉大魔獣 ガーゼット	Great Maju Garzett	MONSTER EFFECT	47942531
剛鬼ザ・ジャイアント・オーガ	Gouki The Giant Ogre	MONSTER EFFECT LINK	47946130
業火の結界像	Barrier Statue of the Inferno	MONSTER EFFECT	47961808
マジシャン・オブ・カオス	Magician of Chaos	MONSTER RITUAL EFFECT	47963370
ガジェット・アームズ	Gadget Arms	MONSTER FLIP EFFECT	47985614
千年ゴーレム	Millennium Golem	MONSTER NORMAL	47986555
H－C ガーンデーヴァ	Heroic Champion - Gandiva	MONSTER XYZ EFFECT	48009503
サモンオーバー	Summon Over	FIELD SPELL	48015771
蜃気楼の筒	Mirage Tube	QUICKPLAY SPELL	48017809
D－タクティクス	D - Tactics	TRAP CONTINUOUS	48032131
竜魔導の守護者	Keeper of Dragon Magic	MONSTER EFFECT	48048590
サンダー・シーホース	Thunder Sea Horse	MONSTER EFFECT	48049769
聖霊獣騎 カンナホーク	Ritual Beast Ulti-Cannahawk	FUSION MONSTER EFFECT	48063985
リンク・ディヴォーティー	Link Devotee	MONSTER EFFECT LINK	48068378
リンクトークン	Link Token	MONSTER TOKEN NORMAL	48068379
アーティファクト－フェイルノート	Artifact Failnaught	MONSTER EFFECT	48086335
異次元の生還者	D.D. Survivor	MONSTER EFFECT	48092532
バトルフットボーラー	Battle Footballer	MONSTER NORMAL	48094997
復讐のカッパ	Kappa Avenger	MONSTER NORMAL	48109103
ブロックマン	Blockman	MONSTER EFFECT	48115277
ブロックトークン	Block Token	MONSTER TOKEN NORMAL	48115278
超融合	Super Polymerization	QUICKPLAY SPELL	48130397
砂利ケーン	Gravelstorm	TRAP	48135190
オッドアイズ・フュージョン	Odd-Eyes Fusion	SPELL	48144509
異次元の狂獣	D.D. Crazy Beast	MONSTER EFFECT	48148828
D－HERO ドローガイ	Destiny HERO - Drawhand	MONSTER EFFECT	48150362
神属の堕天使	The Sanctified Darklord	TRAP	48152161
剣闘獣ガイザレス	Gladiator Beast Gyzarus	FUSION MONSTER EFFECT	48156348
オレイカルコスの結界	The Seal of Orichalcos	FIELD SPELL	48179391
アイツ	Aitsu	MONSTER NORMAL	48202661
契約の履行	Fulfillment of the Contract	EQUIP SPELL	48206762
DDナイト・ハウリング	D/D Nighthowl	MONSTER TUNER EFFECT	48210156
強制退出装置	Compulsory Escape Device	TRAP	48216773
ホルスの黒炎竜 LV8	Horus the Black Flame Dragon LV8	MONSTER SPSUMMON EFFECT	48229808
マドルチェ・バトラスク	Madolche Butlerusk	MONSTER EFFECT	48252330
連鎖炸薬	Chain Burst	TRAP CONTINUOUS	48276469
アックス・レイダー	Axe Raider	MONSTER NORMAL	48305365
幻煌龍の螺旋突	Phantasm Spiral Crash	EQUIP SPELL	48308134
無念の手札	Finite Cards	CONTINUOUS SPELL	48310593
RUM－ヌメロン・フォース	Rank-Up-Magic Numeron Force	SPELL	48333324
グレイブ・スクワーマー	Grave Squirmer	MONSTER EFFECT	48343627
ヴァレット・シンクロン	Rokket Synchron	MONSTER TUNER EFFECT	48355999
閃光の宝札	Mystical Cards of Light	CONTINUOUS SPELL	48356796
暴君の暴飲暴食	Tyrant's Tummyache	TRAP CONTINUOUS	48357738
アサシン	Ansatsu	MONSTER NORMAL	48365709
ヴァイロン・シグマ	Vylon Sigma	MONSTER SYNCHRO EFFECT	48370501
ダイナレスラー・エスクリマメンチ	Dinowrestler Eskrimamenchi	MONSTER EFFECT	48372950
D・ボードン	Morphtronic Boarden	MONSTER EFFECT	48381268
ジュラック・スタウリコ	Jurrac Stauriko	MONSTER EFFECT	48411996
ジュラックトークン	Jurrac Token	MONSTER TOKEN NORMAL	48411997
猪突猛進	Super Rush Headlong	QUICKPLAY SPELL	48422921
エルシャドール・エグリスタ	El Shaddoll Grysta	FUSION MONSTER EFFECT	48424886
月光紫蝶	Lunalight Purple Butterfly	MONSTER EFFECT	48427163
マドルチェ・ワルツ	Madolche Waltz	TRAP CONTINUOUS	48439321
月光香	Luna Light Perfume	SPELL	48444114
スクラップ・スコール	Scrapstorm	QUICKPLAY SPELL	48445393
剣の煌き	Sword of Sparkles	EQUIP SPELL	48447192
天魔神 ノーレラス	Sky Scourge Norleras	MONSTER SPSUMMON EFFECT	48453776
紫毒の魔術師	Purple Poison Magician	MONSTER EFFECT PENDULUM	48461764
魔神童	Terrifying Toddler of Torment	MONSTER FLIP EFFECT	48468330
くず鉄の像	Scrap-Iron Statue	TRAP	48497555
真六武衆－シナイ	Legendary Six Samurai - Shinai	MONSTER EFFECT	48505422
魔救の追求者	Adamancipator Seeker	MONSTER TUNER EFFECT	48519867
ボルト・ペンギン	Bolt Penguin	MONSTER NORMAL	48531733
便乗	Appropriate	TRAP CONTINUOUS	48539234
崇光なる宣告者	Herald of Ultimateness	MONSTER RITUAL EFFECT	48546368
トライゴン	Trigon	MONSTER UNION EFFECT	48568432
与奪の首飾り	Necklace of Command	EQUIP SPELL	48576971
究極完全態・グレート・モス	Perfectly Ultimate Great Moth	MONSTER SPSUMMON EFFECT	48579379
バウンサー・ガード	Bounzer Guard	TRAP	48582558
ダニポン	Danipon	MONSTER EFFECT	48588176
天空神騎士ロードパーシアス	Celestial Knightlord Parshath	MONSTER EFFECT LINK	48589580
闇の精霊 ルーナ	Luna the Dark Spirit	MONSTER SPSUMMON EFFECT	48596760
端末世界NEXT	Terminal World NEXT	CONTINUOUS SPELL	48605591
LL－アセンブリー・ナイチンゲール	Lyrilusc - Assembled Nightingale	MONSTER XYZ EFFECT	48608796
TG ブースター・ラプトル	T.G. Booster Raptor	MONSTER EFFECT	48633301
催眠術	Mesmeric Control	SPELL	48642904
牛鬼	Ushi Oni	MONSTER NORMAL	48649353
ガードペナルティ	Guard Penalty	QUICKPLAY SPELL	48653261
魂を呼ぶ者	Spirit Caller	MONSTER FLIP EFFECT	48659020
ジェネラルデーモン	Archfiend General	MONSTER EFFECT	48675364
永遠の魂	Eternal Soul	TRAP CONTINUOUS	48680970
ローンファイア・ブロッサム	Lonefire Blossom	MONSTER EFFECT	48686504
記憶破壊者	Memory Crusher	MONSTER EFFECT	48700891
カードトレーダー	Card Trader	CONTINUOUS SPELL	48712195
草薙剣	Sword of Kusanagi	EQUIP SPELL	48716139
帝王の溶撃	The Monarchs Erupt	TRAP CONTINUOUS	48716527
コードブレイカー・ウイルスバーサーカー	Codebreaker Virus Berserker	MONSTER EFFECT LINK	48736598
切り盛り隊長	Marmiting Captain	MONSTER EFFECT	48737767
No.101 S・H・Ark Knight	Number 101: Silent Honor ARK	MONSTER XYZ EFFECT	48739166
フェアリー・アーチャー	Fairy Archer	MONSTER EFFECT	48742406
サイバティック・ワイバーン	Cyber-Tech Alligator	MONSTER NORMAL	48766543
黒蠍－強力のゴーグ	Dark Scorpion - Gorg the Strong	MONSTER EFFECT	48768179
雷撃壊獣サンダー・ザ・キング	Thunder King, the Lightningstrike Kaiju	MONSTER EFFECT	48770333
コーリング・ノヴァ	Nova Summoner	MONSTER EFFECT	48783998
召喚獣メガラニカ	Invoked Magellanica	FUSION MONSTER	48791583
ドラゴン・目覚めの旋律	The Melody of Awakening Dragon	SPELL	48800175
灼熱の火霊使いヒータ	Hiita the Fire Charmer, Ablaze	MONSTER EFFECT LINK	48815792
Sin パラドクスギア	Malefic Paradox Gear	MONSTER EFFECT	48829461
D・クリーナン	Morphtronic Vacuumen	MONSTER EFFECT	48868994
ドラグニティナイト－アスカロン	Dragunity Knight - Ascalon	MONSTER SYNCHRO EFFECT	48891960
十二獣ドランシア	Zoodiac Drident	MONSTER XYZ EFFECT	48905153
No.83 ギャラクシー・クィーン	Number 83: Galaxy Queen	MONSTER XYZ EFFECT	48928529
終焉の地	Demise of the Land	QUICKPLAY SPELL	48934760
ランスフォリンクス	Lancephorhynchus	MONSTER NORMAL PENDULUM	48940337
仮面魔獣デス・ガーディウス	Masked Beast Des Gardius	MONSTER SPSUMMON EFFECT	48948935
アテナ	Athena	MONSTER EFFECT	48964966
異次元からの埋葬	Burial from a Different Dimension	QUICKPLAY SPELL	48976825
No.88 ギミック・パペット－デステニー・レオ	Number 88: Gimmick Puppet of Leo	MONSTER XYZ EFFECT	48995978
E・HERO グラン・ネオス	Elemental HERO Grand Neos	FUSION MONSTER EFFECT	48996569
ガガギゴ	Gagagigo	MONSTER NORMAL	49003308
BF－黒槍のブラスト	Blackwing - Bora the Spear	MONSTER EFFECT	49003716
天罰	Divine Wrath	TRAP COUNTER	49010598
No.81 超弩級砲塔列車スペリオル・ドーラ	Number 81: Superdreadnought Rail Cannon Super ...	MONSTER XYZ EFFECT	49032236
禁断のトラペゾヘドロン	Forbidden Trapezohedron	SPELL	49033797
PSYフレーム・ドライバー	PSY-Frame Driver	MONSTER NORMAL	49036338
仮面魔獣マスクド・ヘルレイザー	The Masked Beast	MONSTER RITUAL	49064413
インフェルニティ・ビートル	Infernity Beetle	MONSTER TUNER EFFECT	49080532
リサーガム・エクシーズ	Resurgam Xyz	TRAP CONTINUOUS	49082032
転生炎獣フェネック	Salamangreat Fennec	MONSTER EFFECT	49094491
Hraesvelgr, the Desperate Doom Eagle	Hraesvelgr, the Desperate Doom Eagle	MONSTER EFFECT LINK	49105782
重装甲列車アイアン・ヴォルフ	Heavy Armored Train Ironwolf	MONSTER XYZ EFFECT	49121795
人喰い植物	Man-Eating Plant	MONSTER NORMAL	49127943
鳳凰神の羽根	A Feather of the Phoenix	SPELL	49140998
デス・ウサギ	Creepy Coney	MONSTER FLIP EFFECT	49144107
スタンド・イン	Stand In	QUICKPLAY SPELL	49154689
鋼鉄の魔導騎士－ギルティギア・フリード	Gilti-Gearfried the Magical Steel Knight	FUSION MONSTER EFFECT	49161188
魔導剣士 シャリオ	Charioteer of Prophecy	MONSTER EFFECT	49191560
CNo.65 裁断魔王ジャッジ・デビル	Number C65: King Overfiend	MONSTER XYZ EFFECT	49195710
混沌の戦士 カオス・ソルジャー	Black Luster Soldier - Soldier of Chaos	MONSTER EFFECT LINK	49202162
CX 超巨大空中要塞バビロン	CXyz Skypalace Babylon	MONSTER XYZ EFFECT	49202331
奇策	Nitwit Outwit	TRAP	49204190
幻影の騎士－ミラージュ・ナイト－	Mirage Knight	MONSTER SPSUMMON EFFECT	49217579
デス・ソーサラー	Sorcerer of the Doomed	MONSTER NORMAL	49218300
CNo.32 海咬龍シャーク・ドレイク・バイス	Number C32: Shark Drake Veiss	MONSTER XYZ EFFECT	49221191
強欲で金満な壺	Pot of Extravagance	SPELL	49238328
妖仙獣 凶旋嵐	Yosenju Magat	MONSTER EFFECT	49249907
魔法探査の石版	Mystic Probe	TRAP	49251811
ヘルゲート・ディーグ	Gate Deeg	MONSTER NORMAL	49258578
死角からの一撃	Blind Spot Strike	QUICKPLAY SPELL	49267971
氷の王 ニードヘッグ	Nidhogg, Generaider Boss of Ice	MONSTER EFFECT	49275969
カラクリ法師 九七六参	"Karakuri Bonze mdl 9763 ""Kunamzan"""	MONSTER EFFECT	49296203
白のヴェール	White Veil	EQUIP SPELL	49306994
螺旋槍殺	Spiral Spear Strike	CONTINUOUS SPELL	49328340
E・HERO ストーム・ネオス	Elemental HERO Storm Neos	FUSION MONSTER EFFECT	49352945
マジェスペクター・サイクロン	Majespecter Cyclone	QUICKPLAY SPELL	49366157
ジャグラー	Genin	MONSTER NORMAL	49370026
マドルチェ・メェプル	Madolche Baaple	MONSTER EFFECT	49374988
サイバー・チュチュ	Cyber Tutu	MONSTER EFFECT	49375719
夢魔鏡の乙女－イケロス	Ikelos, the Dream Mirror Sprite	MONSTER EFFECT	49389190
ライトニング・トライコーン	Lightning Tricorn	MONSTER SYNCHRO EFFECT	49389523
ヴェンデット・コア	Vendread Core	MONSTER EFFECT	49394035
連続魔法	Serial Spell	QUICKPLAY SPELL	49398568
オオカミ	Wolf	MONSTER NORMAL	49417509
真竜の継承	True Draco Heritage	CONTINUOUS SPELL	49430782
アルティメット・インセクト LV1	Ultimate Insect LV1	MONSTER EFFECT	49441499
CNo.104 仮面魔踏士アンブラル	Number C104: Umbral Horror Masquerade	MONSTER XYZ EFFECT	49456901
BF－流離いのコガラシ	Blackwing - Kogarashi the Wanderer	MONSTER TUNER EFFECT	49460512
融合破棄	Revoke Fusion	SPELL	49469105
ヴェンデット・ストリゲス	Vendread Striges	MONSTER EFFECT	49477180
急速充電器	Quick Charger	QUICKPLAY SPELL	49479374
銃砲撃	Proton Blast	TRAP CONTINUOUS	49511705
召喚獣ライディーン	Invoked Raidjin	FUSION MONSTER EFFECT	49513164
ソウル・オブ・スタチュー	Tiki Soul	TRAP CONTINUOUS	49514333
悪魔ガエル	Beelze Frog	MONSTER EFFECT	49522489
ヒロイック・リベンジ・ソード	Heroic Retribution Sword	TRAP	49551909
ネオアクア・マドール	Neo Aqua Madoor	MONSTER NORMAL	49563947
ドラゴンメイド・フルス	Dragonmaid Nudyarl	MONSTER EFFECT	49575521
光の封札剣	Lightforce Sword	TRAP	49587034
アイアン・ハート	Ancient Tool	MONSTER NORMAL	49587396
ジェムナイト・パーズ	Gem-Knight Topaz	FUSION MONSTER EFFECT	49597193
異次元への隙間	Crevice Into the Different Dimension	TRAP	49600724
魔轟神オルトロ	Fabled Oltro	MONSTER TUNER EFFECT	49633574
セイバー・ビートル	Saber Beetle	MONSTER EFFECT	49645921
F.A.ウィップクロッサー	F.A. Whip Crosser	MONSTER EFFECT	49655592
ウォーターハザード	Water Hazard	CONTINUOUS SPELL	49669730
魔天使ローズ・ソーサラー	Fallen Angel of Roses	MONSTER EFFECT	49674183
No.102 光天使グローリアス・ヘイロー	Number 102: Star Seraph Sentry	MONSTER XYZ EFFECT	49678559
コアキメイル・サンドマン	Koa'ki Meiru Sandman	MONSTER EFFECT	49680980
無敗将軍 フリード	Freed the Matchless General	MONSTER EFFECT	49681811
虹彩の魔術師	Double Iris Magician	MONSTER EFFECT PENDULUM	49684352
黒・魔・導・爆・裂・破	Dark Burning Attack	SPELL	49702428
真六武衆－キザン	Legendary Six Samurai - Kizan	MONSTER EFFECT	49721904
スリーバーストショット・ドラゴン	Triple Burst Dragon	MONSTER EFFECT LINK	49725936
礫岩の霊長－コングレード	Primineral Kongreat	MONSTER SPSUMMON EFFECT	49729312
吸収天児	Absorbing Kid from the Sky	MONSTER EFFECT	49771608
機炎星－ゴヨウテ	Brotherhood of the Fire Fist - Coyote	MONSTER EFFECT	49785720
タイガー・アックス	Tiger Axe	MONSTER NORMAL	49791927
タイガー・アックス	Tiger Axe	MONSTER NORMAL	49791928
メタボ・サッカー	Metabo Globster	MONSTER EFFECT	49808196
メタボトークン	Metabo Token	MONSTER TOKEN NORMAL	49808197
マスターモンク	Master Monk	MONSTER SPSUMMON EFFECT	49814180
EMガトリングール	Performapal Gatlinghoul	FUSION MONSTER EFFECT	49820233
破壊剣士の伴竜	Buster Whelp of the Destruction Swordsman	MONSTER TUNER EFFECT	49823708
黒翼の魔術師	Night Wing Sorceress	MONSTER EFFECT	49826746
D・スクランブル	Morphtronics, Scramble!	TRAP	49833312
森羅の滝滑り	Sylvan Waterslide	TRAP CONTINUOUS	49838105
フレイム・アドミニスター	Flame Administrator	MONSTER EFFECT LINK	49847524
ドラゴン・ウォリアー	Ryu Senshi	FUSION MONSTER EFFECT	49868263
ファントム・ドラゴン	Phantom Dragon	MONSTER EFFECT	49879995
デーモン・ソルジャー	Archfiend Soldier	MONSTER NORMAL	49881766
精霊獣 カンナホーク	Spiritual Beast Cannahawk	MONSTER EFFECT	49885567
ガーネシア・エレファンティス	Garnecia Elefantis	MONSTER NORMAL	49888191
天空聖者メルティウス	Meltiel, Sage of the Sky	MONSTER EFFECT	49905576
音響戦士サイザス	Symphonic Warrior Synthess	MONSTER FLIP EFFECT	49919798
白棘鱏	White Stingray	MONSTER EFFECT	49930315
奇跡のマジック・ゲート	Magic Gate of Miracles	SPELL	49941059
ユニゾンビ	Uni-Zombie	MONSTER TUNER EFFECT	49959355
グレイドル・パラサイト	Graydle Parasite	TRAP CONTINUOUS	49966595
超能力治療	Supernatural Regeneration	TRAP	49980185
コザッキーの研究成果	Fruits of Kozaky's Studies	TRAP	49998907
閃刀空域－エリアゼロ	Sky Striker Airspace - Area Zero	FIELD SPELL	50005218
復讐のソード・ストーカー	Swordstalker	MONSTER NORMAL	50005633
氷結界の軍師	Strategist of the Ice Barrier	MONSTER EFFECT	50032342
ドラゴン族・封印の壺	Dragon Capture Jar	TRAP CONTINUOUS	50045299
超重忍者シノビ－A・C	Superheavy Samurai Stealth Ninja	MONSTER SYNCHRO EFFECT	50065971
霊水鳥シレーヌ・オルカ	Sirenorca	MONSTER EFFECT	50074392
電磁蚊	Magnetic Mosquito	MONSTER FLIP EFFECT	50074522
刻印の調停者	Engraver of the Mark	MONSTER EFFECT	50078320
デモンズ・チェーン	Fiendish Chain	TRAP CONTINUOUS	50078509
氷結界の伝道師	Prior of the Ice Barrier	MONSTER EFFECT	50088247
フォーミュラ・シンクロン	Formula Synchron	MONSTER TUNER SYNCHRO EFFECT	50091196
朱い靴	Bite Shoes	MONSTER FLIP EFFECT	50122883
破滅の天使ルイン	Ruin, Angel of Oblivion	MONSTER RITUAL EFFECT	50139096
魅惑の女王 LV7	Allure Queen LV7	MONSTER EFFECT	50140163
しびれ薬	Paralyzing Potion	EQUIP SPELL	50152549
スピリチューアル・ウィスパー	Spiritual Whisper	MONSTER EFFECT	50155385
ダーク・ヴァージャー	Dark Verger	MONSTER EFFECT	50164989
サイボーグ・バス	Mech Bass	MONSTER NORMAL	50176820
魔界台本「火竜の住処」	Abyss Script - Fire Dragon's Lair	SPELL	50179591
サクリボー	Relinkuriboh	MONSTER EFFECT	50185950
守護竜の結界	Guardragon Shield	FIELD SPELL	50186558
取捨蘇生	Monster Reborn Reborn	SPELL	50213848
クリムゾン・ヘル・セキュア	Scarlet Security	SPELL	50215517
超魔導師－ブラック・マジシャンズ	The Dark Magicians	FUSION MONSTER EFFECT	50237654
バースト・リバース	Burst Rebirth	TRAP	50243722
破壊神 ヴァサーゴ	Versago the Destroyer	MONSTER EFFECT	50259460
No.36 先史遺産－超機関フォーク＝ヒューク	Number 36: Chronomaly Chateau Huyuk	MONSTER XYZ EFFECT	50260683
グリード・クエーサー	Greed Quasar	MONSTER EFFECT	50263751
クロシープ	Cross-Sheep	MONSTER EFFECT LINK	50277355
鏡像のスワンプマン	Swamp Mirrorer	TRAP CONTINUOUS	50277973
スクラップ・ツイン・ドラゴン	Scrap Twin Dragon	MONSTER SYNCHRO EFFECT	50278554
E－HERO ヘル・スナイパー	Evil HERO Infernal Sniper	FUSION MONSTER EFFECT	50282757
暗黒魔族ギルファー・デーモン	Archfiend of Gilfer	MONSTER EFFECT	50287060
パスト・イメージ	Past Image	TRAP	50292967
E－HERO ヘル・ブラット	Evil HERO Infernal Prodigy	MONSTER EFFECT	50304345
バグマンZ	Crashbug Z	MONSTER EFFECT	50319138
氷結界の龍 ブリューナク	Brionac, Dragon of the Ice Barrier	MONSTER SYNCHRO EFFECT	50321796
昇天の黒角笛	Black Horn of Heaven	TRAP COUNTER	50323155
フォーマッド・スキッパー	Formud Skipper	MONSTER EFFECT	50366775
光の導き	Beacon of White	EQUIP SPELL	50371210
闇黒の魔王ディアボロス	Darkest Diabolos, Lord of the Lair	MONSTER EFFECT	50383626
サテライト・キャノン	Satellite Cannon	MONSTER EFFECT	50400231
イグナイト・ライオット	Igknight Margrave	MONSTER NORMAL PENDULUM	50407691
シャブティのお守り	Charm of Shabti	MONSTER EFFECT	50412166
スピリット・バーナー	Spirit Burner	EQUIP SPELL	50418970
デグレネード・バスター	Degrade Buster	MONSTER SPSUMMON EFFECT	50426119
暴走する魔力	That Wacky Magic!	SPELL	50427388
極星の輝き	The Nordic Lights	FIELD SPELL	50433147
シャーク・フォートレス	Shark Fortress	MONSTER XYZ EFFECT	50449881
幻木龍	Mythic Tree Dragon	MONSTER EFFECT	50457953
運命の分かれ道	The Paths of Destiny	TRAP	50470982
武神器－ヤサカニ	Bujingi Peacock	MONSTER EFFECT	50474354
レスキューラット	Rescue Hamster	MONSTER EFFECT PENDULUM	50485594
H・C スパルタス	Heroic Challenger - Spartan	MONSTER EFFECT	50491121
背徳の堕天使	Darklord Rebellion	TRAP	50501121
ゴーストリック・アウト	Ghostrick Vanish	TRAP	50527144
ジョーズマン	Jawsman	MONSTER EFFECT	50532786
月光黄鼬	Lunalight Yellow Marten	MONSTER EFFECT	50546208
プロンプトホーン	Prompthorn	MONSTER EFFECT	50548657
アモルファージ・インフェクション	Amorphage Infection	CONTINUOUS SPELL	50554729
レッド・スプレマシー	Red Supremacy	TRAP	50584941
水晶機巧－ハリファイバー	Crystron Halqifibrax	MONSTER EFFECT LINK	50588353
サンド・ギャンブラー	Sand Gambler	MONSTER EFFECT	50593156
X－セイバー ガラハド	X-Saber Galahad	MONSTER EFFECT	50604950
M・HERO 光牙	Masked HERO Koga	FUSION MONSTER EFFECT	50608164
ダメージ・メイジ	Damage Mage	MONSTER EFFECT	50613779
カラクリ忍者 七七四九	"Karakuri Ninja mdl 7749 ""Nanashick"""	MONSTER EFFECT	50615578
烏合無象	Cattle Call	QUICKPLAY SPELL	50619462
パワード・チューナー	Powered Tuner	MONSTER EFFECT	50621530
守護神－ネフティス	Nephthys, the Sacred Preserver	MONSTER EFFECT LINK	50669347
ワンダーガレージ	Wonder Garage	TRAP	50684552
キャシー・イヴL2	Catche Eve L2	MONSTER EFFECT	50690129
RR－コール	Raidraptor - Call	SPELL	50692511
GUYダンス	Dai Dance	TRAP	50696588
シンクロ・マグネーター	Synchro Magnet	MONSTER TUNER SPSUMMON EFFECT	50702124
メタル・デビルゾア	Metalzoa	MONSTER SPSUMMON EFFECT	50705071
墓守の呪術師	Gravekeeper's Curse	MONSTER EFFECT	50712728
E・HERO シャドー・ミスト	Elemental HERO Shadow Mist	MONSTER EFFECT	50720316
ブラック・マジシャンズ・ナイト	Dark Magician Knight	MONSTER SPSUMMON EFFECT	50725996
ヘル・セキュリティ	Stygian Security	MONSTER TUNER EFFECT	50732780
TG トライデント・ランチャー	T.G. Trident Launcher	MONSTER EFFECT LINK	50750868
魔導原典 クロウリー	Crowley, the First Propheseer	MONSTER EFFECT LINK	50756327
忍法 分身の術	Ninjitsu Art of Duplication	TRAP CONTINUOUS	50766506
エンシェント・クリムゾン・エイプ	Ancient Crimson Ape	MONSTER EFFECT	50781944
ハウリング・ウォリアー	Feedback Warrior	MONSTER EFFECT	50785356
アーマー・カッパー	Armored Kappa	MONSTER XYZ EFFECT	50789693
深海姫プリマドーナ	Deep Sea Prima Donna	MONSTER TUNER SYNCHRO EFFECT	50793215
雛神鳥シムルグ	Simorgh, Bird of Beginning	MONSTER EFFECT	50820852
軍隊ピラニア	Piranha Army	MONSTER EFFECT	50823978
ネフティスの希望	Last Hope of Nephthys	SPELL	50847759
マシンナーズ・ラディエーター	Machina Irradiator	MONSTER EFFECT	50863093
鳳凰	Fenghuang	MONSTER SPIRIT EFFECT	50866755
剣闘獣ティゲル	Gladiator Beast Tygerius	MONSTER EFFECT	50893987
