Jap,Eng,type,id
ガイアフレーム,Earth Effigy,MONSTER EFFECT,53461122
ヒロイック・チャンス,Heroic Chance,SPELL,53466826
真紅眼の遡刻竜,Red-Eyes Retro Dragon,MONSTER EFFECT,53485634
転生炎獣ラクーン,Salamangreat Raccoon,MONSTER EFFECT,53490455
心眼の女神,Goddess with the Third Eye,MONSTER EFFECT,53493204
冷薔薇の抱香,Frozen Rose,SPELL QUICKPLAY,53503015
ブラック・ブースト,Blackboost,TRAP,53519297
ダーク・シティ,Dark City,SPELL FIELD,53527835
そよ風の精霊,Spirit of the Breeze,MONSTER EFFECT,53530069
クリッチー,Sanwitch,MONSTER FUSION,53539634
ゼンマイウォリアー,Wind-Up Warrior,MONSTER EFFECT,53540729
聖騎士トリスタン,Noble Knight Drystan,MONSTER EFFECT,53550467
ゴッドバードアタック,Icarus Attack,TRAP,53567095
光のピラミッド,Pyramid of Light,TRAP CONTINUOUS,53569894
カメンレオン,Masked Chameleon,MONSTER EFFECT TUNER,53573406
斬機ナブラ,Mathmech Nabla,MONSTER EFFECT TUNER,53577438
ファイヤー・デビル,Fire Reaper,MONSTER NORMAL,53581214
激流葬,Torrential Tribute,TRAP,53582587
バブル・ショット,Bubble Blaster,SPELL EQUIP,53586134
ビック・アント,Big Insect,MONSTER NORMAL,53606874
バウンド・ワンド,Bound Wand,SPELL EQUIP,53610653
雀姉妹,Mahjong Munia Maidens,MONSTER EFFECT FLIP,53620899
トップ・ランナー,Top Runner,MONSTER EFFECT TUNER,53623827
破械童子ラキア,Unchained Twins - Rakea,MONSTER EFFECT,53624265
パワー・フレーム,Power Frame,TRAP,53656677
天空賢者ミネルヴァ,"Minerva, Scholar of the Sky",MONSTER EFFECT,53666449
復活の聖刻印,Hieratic Seal From the Ashes,TRAP CONTINUOUS,53670497
武神－ミカヅチ,Bujin Mikazuchi,MONSTER EFFECT,53678698
イーグル・アイ,Eagle Eye,MONSTER EFFECT,53693416
覚醒の三幻魔,Sacred Beast Awakening,TRAP CONTINUOUS,53701259
No.28 タイタニック・モス,Number 28: Titanic Moth,MONSTER EFFECT XYZ,53701457
クレイジー・フィッシュ,Crazy Fish,MONSTER NORMAL,53713014
フレムベル・ウルキサス,Flamvell Uruquizas,MONSTER EFFECT SYNCHRO,53714009
EMギタートル,Performapal Guitartle,MONSTER EFFECT PENDULUM,53724621
ギゴバイト,Gigobyte,MONSTER NORMAL,53776525
墓地封印,Silent Graveyard,SPELL QUICKPLAY,53778229
炎征竜－バーナー,"Burner, Dragon Ruler of Sparks",MONSTER EFFECT,53797637
焔征竜－ブラスター,"Blaster, Dragon Ruler of Infernos",MONSTER EFFECT,53804307
捕食植物セラセニアント,Predaplant Sarraceniant,MONSTER EFFECT,53819028
六武院,Temple of the Six,SPELL FIELD,53819808
瞬着ボマー,Adhesive Explosive,MONSTER EFFECT,53828396
グリフォール,Griffore,MONSTER NORMAL,53829412
魔界植物,Fungi of the Musk,MONSTER NORMAL,53830602
バビロン,Meotoko,MONSTER NORMAL,53832650
ヴァンパイア・ロード,Vampire Lord,MONSTER EFFECT,53839837
魔導獣 マスターケルベロス,Mythical Beast Master Cerberus,MONSTER EFFECT PENDULUM,53842431
ドッペル・ウォリアー,Doppelwarrior,MONSTER EFFECT,53855409
ドッペル・トークン,Doppel Token,MONSTER NORMAL TOKEN,53855410
ドッペル・トークン,Doppel Token,MONSTER NORMAL TOKEN,53855411
グローウィング・ボウガン,Glowing Crossbow,SPELL EQUIP,53860621
ロケット・ジャンパー,Rocket Jumper,MONSTER EFFECT,53890795
氷結界の虎将 ガンターラ,General Gantala of the Ice Barrier,MONSTER EFFECT,53921056
ファイヤー・トルーパー,Fire Trooper,MONSTER EFFECT,53927679
SRタケトンボーグ,Speedroid Taketomborg,MONSTER EFFECT,53932291
パーソナル・スプーフィング,Personal Spoofing,TRAP CONTINUOUS,53936268
ジェネクス・ヒート,Genex Furnace,MONSTER EFFECT,53944920
B・F－突撃のヴォウジェ,Battlewasp - Halberd the Charge,MONSTER EFFECT SYNCHRO,53950487
曇りの天気模様,The Weather Cloudy Canvas,SPELL CONTINUOUS,53956001
マイティ・ウォリアー,Mighty Warrior,MONSTER EFFECT SYNCHRO,53981499
冥界の魔王 ハ・デス,Dark Ruler Ha Des,MONSTER EFFECT,53982768
SPYRAL GEAR－マルチワイヤー,SPYRAL GEAR - Utility Wire,TRAP,53989821
紫炎の狼煙,Shien's Smoke Signal,SPELL,54031490
炎帝近衛兵,Royal Firestorm Guards,MONSTER EFFECT,54040221
カオス・コア,Chaos Core,MONSTER EFFECT,54040484
魔轟神ヴァルキュルス,Fabled Valkyrus,MONSTER EFFECT SYNCHRO,54048462
アイスバーン,Eisbahn,TRAP CONTINUOUS,54059040
BF－フルアーマード・ウィング,Blackwing Full Armor Master,MONSTER EFFECT SYNCHRO,54082269
剛鬼ヘッドバット,Gouki Headbatt,MONSTER EFFECT,54088068
リチュアルバスター,Ritual Buster,TRAP,54094821
謎の傀儡師,Mysterious Puppeteer,MONSTER EFFECT,54098121
メサイアの蟻地獄,Infinite Dismissal,TRAP CONTINUOUS,54109233
ポテト＆チップス,Potato & Chips,MONSTER NORMAL,54112932
花札衛－柳－,Flower Cardian Willow,MONSTER EFFECT,54135423
炎王獣 ガルドニクス,Fire King Avatar Garunix,MONSTER EFFECT,54149433
ナチュル・ロック,Naturia Rock,MONSTER EFFECT,54161401
ディメンション・ガーディアン,Dimension Guardian,TRAP CONTINUOUS,54175023
竜の逆鱗,Dragon's Rage,TRAP CONTINUOUS,54178050
虹天気アルシエル,The Weather Painter Rainbow,MONSTER EFFECT LINK,54178659
V・HERO グラビート,Vision HERO Gravito,MONSTER EFFECT,54185227
No.29 マネキンキャット,Number 29: Mannequin Cat,MONSTER EFFECT XYZ,54191698
メタファイズ・アセンション,Metaphys Ascension,TRAP,54199839
オールド・マインド,Old Mind,SPELL,54239282
真源の帝王,The Prime Monarch,TRAP CONTINUOUS,54241725
サクリファイス・スパイダー,Relinquished Spider,MONSTER EFFECT,54248491
召魔装着,Empowerment,SPELL FIELD,54250060
エヴォルダー・ウルカノドン,Evolsaur Vulcano,MONSTER EFFECT,54266211
平行世界融合,Parallel World Fusion,SPELL,54283059
パワーカプセル,Power Capsule,SPELL,54289683
ディメンション・リフレクター,Dimension Reflector,TRAP CONTINUOUS,54297661
ヴェノム・スワンプ,Venom Swamp,SPELL FIELD,54306223
インフェルニティ・ビショップ,Infernity Patriarch,MONSTER EFFECT,54320860
フレムベル・アーチャー,Flamvell Archer,MONSTER EFFECT TUNER,54326448
インヴェルズの魔細胞,Steelswarm Cell,MONSTER EFFECT,54338958
バイス・ドラゴン,Vice Dragon,MONSTER EFFECT,54343893
リチュアル・ウェポン,Ritual Weapon,SPELL EQUIP,54351224
銀河影竜,Galaxy Stealth Dragon,MONSTER EFFECT XYZ,54358015
魔導術士 ラパンデ,Stoic of Prophecy,MONSTER EFFECT,54359696
カトブレパスと運命の魔女,Catoblepas and the Witch of Fate,MONSTER EFFECT,54360049
No.54 反骨の闘士ライオンハート,Number 54: Lion Heart,MONSTER EFFECT XYZ,54366836
メタルフォーゼ・カーディナル,Metalfoes Crimsonite,MONSTER FUSION,54401832
驚天動地,Earthshattering Event,SPELL CONTINUOUS,54407825
ハーピィ・レディ3,Harpie Lady 3,MONSTER EFFECT,54415063
R・R・R,Raidraptor Replica,TRAP,54423935
ダイナレスラー・マーシャルアンペロ,Dinowrestler Martial Ampelo,MONSTER EFFECT,54446813
ソウル・チャージ,Soul Charge,SPELL,54447022
植物連鎖,Plant Food Chain,TRAP,54451023
ガスタの巫女 ウィンダ,"Winda, Priestess of Gusto",MONSTER EFFECT,54455435
ドラグニティ－ブランディストック,Dragunity Brandistock,MONSTER EFFECT TUNER,54455664
スクイブ・ドロー,Squib Draw,SPELL QUICKPLAY,54458867
超戦士カオス・ソルジャー,Black Luster Soldier - Super Soldier,MONSTER EFFECT RITUAL,54484652
昇華騎士－エクスパラディン,Sublime Knight - Expaladin,MONSTER EFFECT,54485355
ゴーストリックの雪女,Ghostrick Yuki-onna,MONSTER EFFECT,54490275
原始太陽ヘリオス,Helios - The Primordial Sun,MONSTER EFFECT,54493213
ガジェット・ドライバー,Gadget Driver,MONSTER EFFECT,54497620
ギャラクシー・ワーム,Galaxy Worm,MONSTER EFFECT,54507222
ゴーストリック・ランタン,Ghostrick Lantern,MONSTER EFFECT,54512827
ヴォルカニック・ハンマー,Volcanic Hammerer,MONSTER EFFECT,54514594
コアキメイル・アイス,Koa'ki Meiru Ice,MONSTER EFFECT,54520292
星辰のパラディオン,Crusadia Draco,MONSTER EFFECT,54525057
転生炎獣の超転生,Salamangreat Transcendence,SPELL QUICKPLAY,54529134
タツノオトシオヤ,Mare Mare,MONSTER EFFECT TUNER,54537489
タツノコトークン,Mini Mare Mare Token,MONSTER NORMAL TOKEN,54537490
ライオンの儀式,War-Lion Ritual,SPELL RITUAL,54539105
カルボナーラ戦士,Karbonala Warrior,MONSTER FUSION,54541900
海晶乙女クラウンテイル,Marincess Crown Tail,MONSTER EFFECT,54569495
ドラグニティ－レギオン,Dragunity Legionnaire,MONSTER EFFECT,54578613
満ち潮のマーマン,High Tide Gyojin,MONSTER NORMAL,54579801
幻蝶の刺客オオルリ,Blue Mountain Butterspy,MONSTER EFFECT SPSUMMON,54582424
魔法除去細菌兵器,Virus Cannon,TRAP,54591086
風の精霊,Spirit of the Winds,MONSTER NORMAL,54615781
ジェムナイト・ルマリン,Gem-Knight Tourmaline,MONSTER NORMAL,54620698
金色の魔象,Great Mammoth of Goldfine,MONSTER FUSION,54622031
ゲリラカイト,Guerilla Kite,MONSTER EFFECT TUNER,54629413
SPYRAL RESORT,SPYRAL Resort,SPELL FIELD,54631665
端末世界,Terminal World,SPELL CONTINUOUS,54631834
リンクルベル,Linkerbell,MONSTER EFFECT LINK,54635100
ジェントルーパー,Gentlemander,MONSTER EFFECT,54635862
人喰い虫,Man-Eater Bug,MONSTER EFFECT FLIP,54652250
リモート・リボーン,Remote Rebirth,TRAP,54658815
冥王結界波,Dark Ruler No More,SPELL,54693926
極戦機王ヴァルバロイド,"Barbaroid, the Ultimate Battle Machine",MONSTER EFFECT FUSION,54702678
拷問車輪,Nightmare Wheel,TRAP CONTINUOUS,54704216
ザ・キャリブレーター,The Calibrator,MONSTER EFFECT,54706054
No.16 色の支配者ショック・ルーラー,Number 16: Shock Master,MONSTER EFFECT XYZ,54719828
玄武の召喚士,Green Turtle Summoner,MONSTER EFFECT FLIP,54747648
D－HERO ディフェンドガイ,Destiny HERO - Defender,MONSTER EFFECT,54749427
双頭の雷龍,Twin-Headed Thunder Dragon,MONSTER FUSION,54752875
沼地のドロゴン,Mudragon of the Swamp,MONSTER EFFECT FUSION,54757758
埋蔵金の地図,Treasure Map,TRAP,54762426
ホーリーフレーム,Light Effigy,MONSTER EFFECT,54766667
B・F－連撃のツインボウ,Battlewasp - Twinbow the Attacker,MONSTER EFFECT,54772065
禁じられた聖典,Forbidden Scripture,SPELL QUICKPLAY,54773234
破械神の慟哭,Wailing of the Unchained Souls,SPELL CONTINUOUS,54807656
ダックファイター,Duck Fighter,MONSTER EFFECT,54813225
失楽の霹靂,Cerulean Sky Fire,SPELL CONTINUOUS,54828837
デス・ストーカー,Skull Stalker,MONSTER NORMAL,54844990
ワーム・プリンス,Worm Prince,MONSTER EFFECT,54860010
ケルベク,Kelbek,MONSTER EFFECT,54878498
妖仙獣の風祀り,Yosenju Wind Worship,SPELL QUICKPLAY,54880296
晴天気ベンガーラ,The Weather Painter Sun,MONSTER EFFECT,54895237
妖仙獣の秘技,Yosenjus' Secret Move,TRAP COUNTER,54903668
マジック・ランプ,Ancient Lamp,MONSTER EFFECT,54912977
六武ノ書,Six Scrolls of the Samurai,SPELL QUICKPLAY,54913680
インフルーエンス・ドラゴン,Influence Dragon,MONSTER EFFECT TUNER,54936498
調律の魔術師,Tuning Magician,MONSTER EFFECT TUNER,54941203
N・エア・ハミングバード,Neo-Spacian Air Hummingbird,MONSTER EFFECT,54959865
魔導獣 メデューサ,Mythical Beast Medusa,MONSTER EFFECT PENDULUM,54965929
闇のデッキ破壊ウイルス,Eradicator Epidemic Virus,TRAP,54974237
レベル制限A地区,Level Limit - Area A,TRAP CONTINUOUS,54976796
天空の宝札,Cards from the Sky,SPELL,54977057
深緑の魔弓使い,Arcane Archer of the Forest,MONSTER EFFECT,55001420
同姓同名同盟,The League of Uniform Nomenclature,TRAP,55008284
ゴールド・ガジェット,Gold Gadget,MONSTER EFFECT,55010259
軍隊竜,Troop Dragon,MONSTER EFFECT,55013285
ウォーター・ガール,Water Girl,MONSTER NORMAL,55014050
リンク・デス・ターレット,Link Turret,TRAP CONTINUOUS,55034079
ヴァイロン・コンポーネント,Vylon Component,SPELL EQUIP,55046718
オルフェゴール・コア,Orcustrated Core,TRAP CONTINUOUS,55051920
パワー・サプライヤー,Power Supplier,MONSTER EFFECT,55063681
海亀壊獣ガメシエル,"Gameciel, the Sea Turtle Kaiju",MONSTER EFFECT,55063751
No.19 フリーザードン,Number 19: Freezadon,MONSTER EFFECT XYZ,55067058
ウィッチクラフト・マスターピース,Witchcrafter Masterpiece,TRAP,55072170
ナチュル・ストロベリー,Naturia Strawberry,MONSTER EFFECT,55099248
化合獣ハイドロン・ホーク,Chemicritter Hydron Hawk,MONSTER EFFECT GEMINI,55100740
ブンボーグ006,Deskbot 006,MONSTER EFFECT PENDULUM,55106249
能力吸収コア,Nega-Ton Corepanel,TRAP COUNTER,55117418
D・ラジオン,Morphtronic Radion,MONSTER EFFECT,55119278
剣闘獣の底力,Indomitable Gladiator Beast,SPELL QUICKPLAY,55136228
強欲な壺,Pot of Greed,SPELL,55144522
極星宝ドラウプニル,Nordic Relic Draupnir,SPELL EQUIP,55154048
銀河剣聖,Galaxy Brave,MONSTER EFFECT,55168550
E・HERO アクア・ネオス,Elemental HERO Aqua Neos,MONSTER EFFECT FUSION,55171412
ギミック・パペット－ナイトメア,Gimmick Puppet Nightmare,MONSTER EFFECT,55204071
サファイヤ・リサーク,Lisark,MONSTER NORMAL,55210709
稲妻の剣,Lightning Blade,SPELL EQUIP,55226821
魔境のパラディオン,Crusadia Reclusia,MONSTER EFFECT,55241609
アヌビスの裁き,Judgment of Anubis,TRAP COUNTER,55256016
暴君の自暴自棄,Tyrant's Throes,TRAP CONTINUOUS,55271628
魔轟神獣ノズチ,The Fabled Nozoochee,MONSTER EFFECT,55277252
クロノダイバー・リダン,Time Thief Redoer,MONSTER EFFECT XYZ,55285840
サキュバス・ナイト,Succubus Knight,MONSTER NORMAL,55291359
クルセイド・パラディオン,Crusadia Vanguard,TRAP CONTINUOUS,55312487
突風の扇,Gust Fan,SPELL EQUIP,55321970
水晶機巧－ローズニクス,Crystron Rosenix,MONSTER EFFECT,55326322
水晶機巧トークン,Crystron Token,MONSTER NORMAL TOKEN,55326323
転職の魔鏡,Job-Change Mirror,MONSTER NORMAL,55337339
Sin 真紅眼の黒竜,Malefic Red-Eyes B. Dragon,MONSTER EFFECT SPSUMMON,55343236
武器庫荒らし,Arsenal Robber,TRAP,55348096
犬賞金,Bownty,SPELL QUICKPLAY,55351724
召喚雲,Summon Cloud,SPELL CONTINUOUS,55375684
電池メン－単一型,Batteryman D,MONSTER EFFECT,55401221
ブルーアイズ・カオス・MAX・ドラゴン,Blue-Eyes Chaos MAX Dragon,MONSTER EFFECT RITUAL,55410871
DDイービル,D/D Evil,MONSTER EFFECT PENDULUM,55415564
蛮族の狂宴LV5,Feast of the Wild LV5,SPELL,55416843
魔導獣 ケルベロス,Mythical Beast Cerberus,MONSTER EFFECT,55424270
アトラの蟲惑魔,Traptrix Atrax,MONSTER EFFECT,55428242
ホープ・オブ・フィフス,Fifth Hope,SPELL,55428811
レッサー・ドラゴン,Lesser Dragon,MONSTER NORMAL,55444629
D－HERO ダガーガイ,Destiny HERO - Blade Master,MONSTER EFFECT,55461064
ギブ＆テイク,Give and Take,TRAP,55465441
No.98 絶望皇ホープレス,Number 98: Antitopian,MONSTER EFFECT XYZ,55470553
エヴォルド・ゲフィロス,Evoltile Gephyro,MONSTER EFFECT,55488859
ライト・サーペント,Lightserpent,MONSTER EFFECT,55501446
Ultimate Fire Formation - Sinto,Ultimate Fire Formation - Sinto,TRAP COUNTER,55538156
格闘戦士アルティメーター,Battle Warrior,MONSTER NORMAL,55550921
EMドラマチックシアター,Performapal Dramatic Theater,SPELL FIELD,55553602
ポット・ザ・トリック,Pot the Trick,MONSTER NORMAL,55567161
女神の聖剣－エアトス,Celestial Sword - Eatos,SPELL EQUIP,55569674
誤爆,Oops!,TRAP,55573346
フォーチュンレディ・ダルキー,Fortune Lady Dark,MONSTER EFFECT,55586621
氷炎の双竜,Frost and Flame Dragon,MONSTER EFFECT SPSUMMON,55589254
雷劫龍－サンダー・ドラゴン,Thunder Dragonduo,MONSTER EFFECT SPSUMMON,55591586
武神決戦,Bujintervention,SPELL,55599882
グリフォンの翼,Gryphon Wing,TRAP,55608151
BF－上弦のピナーカ,Blackwing - Pinaki the Waxing Moon,MONSTER EFFECT TUNER,55610595
E・HERO ワイルド・ウィングマン,Elemental HERO Wild Wingman,MONSTER EFFECT FUSION,55615891
妖精伝姫－シラユキ,Fairy Tail - Snow,MONSTER EFFECT,55623480
スクラップ・ハンター,Scrap Hunter,MONSTER EFFECT,55624610
サイコ・トリガー,Psychic Trigger,TRAP,55673611
堕天使ディザイア,Darklord Desire,MONSTER EFFECT,55690251
グレード・ビル,Great Bill,MONSTER NORMAL,55691901
疫病狼,Plague Wolf,MONSTER EFFECT,55696885
生きる偲びのシルキィ,Selkie the Living Memory,MONSTER EFFECT TUNER,55702233
サイバーロード・フュージョン,Cyberload Fusion,SPELL QUICKPLAY,55704856
バオバブーン,Baobaboon,MONSTER EFFECT,55705473
収縮,Shrink,SPELL QUICKPLAY,55713623
プランキッズ・ドロップ,Prank-Kids Dropsies,MONSTER EFFECT,55725117
No.96 ブラック・ミスト,Number 96: Dark Mist,MONSTER EFFECT XYZ,55727845
魂食神龍ドレイン・ドラゴン,Soul Drain Dragon,MONSTER EFFECT SPSUMMON,55735315
守護神エクゾード,"Exxod, Master of The Guard",MONSTER EFFECT SPSUMMON,55737443
円卓の聖騎士,Noble Knights of the Round Table,SPELL FIELD,55742055
フォトン・ワイバーン,Photon Wyvern,MONSTER EFFECT,55758589
カオスの儀式,Black Luster Ritual,SPELL RITUAL,55761792
グッサリ＠イグニスター,Gussari @Ignister,MONSTER EFFECT,55762976
壺魔人,Dragon Piper,MONSTER EFFECT FLIP,55763552
はたき落とし,Drop Off,TRAP,55773067
モリンフェン,Morinphen,MONSTER NORMAL,55784832
星遺物－『星盾』,"World Legacy - ""World Shield""",MONSTER EFFECT,55787576
マスター・ヒュペリオン,Master Hyperion,MONSTER EFFECT,55794644
死王リッチーロード,"Lich Lord, King of the Underworld",MONSTER EFFECT,55818463
アマゾネスの格闘戦士,Amazoness Fighter,MONSTER EFFECT,55821894
輝石融合,Pyroxene Fusion,TRAP,55824220
クローラー・パラディオン,Crusadia Krawler,TRAP CONTINUOUS,55838342
たつのこ,Tatsunoko,MONSTER EFFECT TUNER SYNCHRO,55863245
燃え竹光,Burning Bamboo Sword,SPELL CONTINUOUS,55870497
でんきトカゲ,Electric Lizard,MONSTER EFFECT,55875323
混源龍レヴィオニア,Chaos Dragon Levianeer,MONSTER EFFECT SPSUMMON,55878038
混源龍レヴィオニア,Chaos Dragon Levianeer,MONSTER EFFECT SPSUMMON,55878039
Kozmo－ダークシミター,Kozmo Dark Destroyer,MONSTER EFFECT,55885348
CNo.106 溶岩掌ジャイアント・ハンド・レッド,Number C106: Giant Red Hand,MONSTER EFFECT XYZ,55888045
No.56 ゴールドラット,Number 56: Gold Rat,MONSTER EFFECT XYZ,55935416
ファラオの審判,Judgment of the Pharaoh,TRAP,55948544
青竜の召喚士,Blue Dragon Summoner,MONSTER EFFECT,55969226
Execution of the Contract,Execution of the Contract,SPELL EQUIP,55976207
A・O・J リバース・ブレイク,Ally of Justice Reverse Break,MONSTER EFFECT,55982698
ミラクル・キッズ,Miracle Kids,TRAP,55985014
火竜の火炎弾,Dragon's Gunfire,SPELL,55991637
EMハンサムライガー,Performapal Handsamuraiger,MONSTER EFFECT,55997110
メタル・フィッシュ,Metal Fish,MONSTER NORMAL,55998462
怪蹴一色,The Return to the Normal,TRAP,56001930
転生炎獣Jジャガー,Salamangreat Jack Jaguar,MONSTER EFFECT,56003780
万力魔神バイサー・デス,Viser Des,MONSTER EFFECT,56043446
万力魔神バイサー・デス,Viser Des,MONSTER EFFECT,56043447
水晶機巧－プラシレータ,Crystron Prasiortle,MONSTER EFFECT,56049970
No.43 魂魄傀儡鬼ソウル・マリオネッター,Number 43: Manipulator of Souls,MONSTER EFFECT XYZ,56051086
スパイダー・エッグ,Spider Egg,TRAP,56051648
スパイダートークン,Spider Token,MONSTER NORMAL TOKEN,56051649
貫ガエル,Unifrog,MONSTER EFFECT,56052205
王宮の陥落,Royal Surrender,TRAP COUNTER,56058888
D・フィールド,Morphtronic Map,SPELL FIELD,56074358
古代の機械兵士,Ancient Gear Soldier,MONSTER EFFECT,56094445
ゴゴゴゴースト,Gogogo Ghost,MONSTER EFFECT,56105047
KYOUTOUウォーターフロント,Kyoutou Waterfront,SPELL FIELD,56111151
プレゼントカード,Present Card,TRAP,56119752
炸裂装甲,Sakuretsu Armor,TRAP,56120475
アップル・マジシャン・ガール,Apple Magician Girl,MONSTER EFFECT,56132807
トワイライトロード・シャーマン ルミナス,"Lumina, Twilightsworn Shaman",MONSTER EFFECT,56166150
魔導鬼士 ディアール,Prophecy Destroyer,MONSTER EFFECT,56174248
Guard Ghost,Guard Ghost,MONSTER EFFECT,56198785
インフェルニティ・ネクロマンサー,Infernity Necromancer,MONSTER EFFECT,56209279
ハリマンボウ,Needle Sunfish,MONSTER EFFECT,56223084
エヴォルド・カシネリア,Evoltile Casinerio,MONSTER EFFECT,56240989
デーモンの雄叫び,Archfiend's Roar,TRAP,56246017
Re－BUSTER,Assault Revival,SPELL QUICKPLAY,56252810
予見通帳,Ledger of Legerdemain,SPELL,56256517
雷鳴,Raimei,SPELL,56260110
蜘蛛男,Kumootoko,MONSTER NORMAL,56283725
ドリル・シンクロン,Drill Synchron,MONSTER EFFECT TUNER,56286179
No.51 怪腕のフィニッシュ・ホールド,Number 51: Finisher the Strong Arm,MONSTER EFFECT XYZ,56292140
クロノダイバー・リューズ,Time Thief Winder,MONSTER EFFECT,56308388
魔導書廊エトワール,Spellbook Star Hall,SPELL CONTINUOUS,56321639
サイバース・リマインダー,Cyberse Reminder,MONSTER EFFECT XYZ,56337500
地縛神の咆哮,Roar of the Earthbound Immortal,TRAP CONTINUOUS,56339050
マグネッツ1号,M-Warrior #1,MONSTER NORMAL,56342351
レスキューフェレット,Rescue Ferret,MONSTER EFFECT,56343672
トーテム・ファイブ,Totem Five,MONSTER EFFECT,56346071
竜姫神サフィラ,"Saffira, Queen of Dragons",MONSTER EFFECT RITUAL,56350972
サイバー・ドラゴン・ヘルツ,Cyber Dragon Herz,MONSTER EFFECT,56364287
ベイオウルフ,Wolf Axwielder,MONSTER NORMAL,56369281
ヴァンパイア・ベビー,Vampire Baby,MONSTER EFFECT,56387350
魔轟神獣キャシー,The Fabled Catsith,MONSTER EFFECT TUNER,56399890
ジャンク・フォアード,Junk Forward,MONSTER EFFECT,56410040
戦場の死装束,Warrior of Tradition,MONSTER FUSION,56413937
U.A.マイティスラッガー,U.A. Mighty Slugger,MONSTER EFFECT,56421754
ギミック・パペット－ギア・チェンジャー,Gimmick Puppet Gear Changer,MONSTER EFFECT,56427559
天空の聖域,The Sanctuary in the Sky,SPELL FIELD,56433456
異次元隔離マシーン,Different Dimension Gate,SPELL CONTINUOUS,56460688
A・ジェネクス・ボルキャノン,Genex Ally Volcannon,MONSTER EFFECT,56511382
くノ一ウォリアー,Kunoichi,MONSTER EFFECT,56514812
逆巻くエリア,Raging Eria,MONSTER EFFECT,56524813
絶縁の落とし穴,Break Off Trap Hole,TRAP,56526564
真青眼の究極竜,Neo Blue-Eyes Ultimate Dragon,MONSTER EFFECT FUSION,56532353
威風堂々,Chivalry,TRAP COUNTER,56532632
バーサーキング,Berserking,TRAP CONTINUOUS,56535497
黒竜の忍者,Black Dragon Ninja,MONSTER EFFECT,56562619
D－HERO ディスクガイ,Destiny HERO - Disk Commander,MONSTER EFFECT,56570271
武神器－ツムガリ,Bujingi Sinyou,MONSTER EFFECT,56574543
エレキカンシャ,Wattrain,SPELL,56577312
ハーピィ・ハーピスト,Harpie Harpist,MONSTER EFFECT,56585883
ガイアパワー,Gaia Power,SPELL FIELD,56594520
雲魔物－羊雲,Cloudian - Sheep Cloud,MONSTER EFFECT,56597272
雲魔物トークン,Cloudian Token,MONSTER NORMAL TOKEN,56597273
幻影コオロギ,Phantom Cricket,MONSTER EFFECT FLIP,56605802
永遠の渇水,Eternal Drought,SPELL,56606928
アーティファクトの解放,Artifacts Unleashed,SPELL QUICKPLAY,56611470
DDD覇龍王ペンドラゴン,D/D/D Dragon King Pendragon,MONSTER EFFECT,56619314
星輝士 デルタテロス,Stellarknight Delteros,MONSTER EFFECT XYZ,56638325
コクーン・ヴェール,Cocoon Veil,TRAP,56641453
暗黒の侵略者,Invader of Darkness,MONSTER EFFECT,56647086
幻煌龍 スパイラル,Phantasm Spiral Dragon,MONSTER NORMAL,56649609
聖霊獣騎 ガイアペライオ,Ritual Beast Ulti-Gaiapelio,MONSTER EFFECT FUSION,56655675
ドン・サウザンドの契約,Contract with Don Thousand,SPELL CONTINUOUS,56673480
EMインコーラス,Performapal Parrotrio,MONSTER EFFECT PENDULUM,56675280
魔装戦士 テライガー,"Terratiger, the Empowered Warrior",MONSTER EFFECT,56681873
氷結界の風水師,Geomancer of the Ice Barrier,MONSTER EFFECT TUNER,56704140
雷電龍－サンダー・ドラゴン,Thunder Dragondark,MONSTER EFFECT,56713174
イビル・ラット,Obese Marmot of Nefariousness,MONSTER NORMAL,56713552
スクラップ・キマイラ,Scrap Chimera,MONSTER EFFECT,56746202
団結の力,United We Stand,SPELL EQUIP,56747793
ヴァイロン・アルファ,Vylon Alpha,MONSTER EFFECT SYNCHRO,56768355
DNA移植手術,DNA Transplant,TRAP CONTINUOUS,56769674
ネクロバレーの神殿,Necrovalley Temple,TRAP CONTINUOUS,56773577
エンジェルO7,Angel O7,MONSTER EFFECT,56784842
レッド・ドラゴン,Tyhone #2,MONSTER NORMAL,56789759
魔装聖龍 イーサルウェポン,"Aether, the Empowering Dragon",MONSTER EFFECT,56804361
紅蓮の機界騎士,Mekk-Knight Red Moon,MONSTER EFFECT,56809158
焔聖騎士－リナルド,Flame Noble Knight Renaud,MONSTER EFFECT,56824871
影霊衣の巫女 エリアル,"Ariel, Priestess of the Nekroz",MONSTER EFFECT,56827051
痛み分け,Share the Pain,SPELL,56830749
SNo.39 希望皇ホープ・ザ・ライトニング,Number S39: Utopia the Lightning,MONSTER EFFECT XYZ,56832966
電池メン－ボタン型,Batteryman Micro-Cell,MONSTER EFFECT FLIP,56839613
CNo.39 希望皇ホープレイ,Number C39: Utopia Ray,MONSTER EFFECT XYZ,56840427
引きガエル,Poison Draw Frog,MONSTER EFFECT,56840658
メテオ・プロミネンス,Meteor Flare,TRAP,56856951
ウィッチクラフト・ドレーピング,Witchcrafter Draping,SPELL QUICKPLAY,56894757
モノ・シンクロン,Mono Synchron,MONSTER EFFECT TUNER,56897896
音楽家の帝王,Musician King,MONSTER FUSION,56907389
Kozmo－フォルミート,Kozmo Strawman,MONSTER EFFECT,56907986
